SeqNo,text,hashtags,comments,likes
48,48,I love this photoshoot aww ❤️😍 @emmawatson,heforshe,"|#emmawatsonedit #emmawatsonhot #emmawatsonlove
#watsoner #emma #watson #omgpage #emmawatsonfans
#emmawatsonfanpage #emmawatsonfan #emmawatsonstyle
#emmawatsonlover #emmawatsonforever #emmawatson 
#emmacharlotteduerrewatson #heforshe #oursharedshelf #timesup|I am alsooo💕|Stunning🖤|Wow  love you 😍|🌹❤️",149
49,49,"Non, pas du tout. C'est juste toujours comme ça que je réagis face à un blaireau. .
.
.
.
#sexismeordinaire #sexisme #lesfemmesveulent #regles #menstruations #heforshe #hollaback #feminisme",heforshe,"|Un classique qui malheureusement, sort aussi de bouches féminines... Éducation, tout ça...",9
50,50,"WOW-man Wo-man WOMAN: Strong, resilient, resourceful, kind, compassionate, can endure the hardest of battles with a warm heart! To all beautiful women in case you haven't heard it today: Y O U A R E A M A Z I N G! 👑🌷
.
.
#women #womenempowerment  #womenempoweringwomen #heforshe #womeninbusiness #equality #mom #student #businessowner #singlewomen  #professionalwomen #queen",heforshe,|You are AMAZING TOO!!!,6
51,51,"Women Economic Forum Mx 🇲🇽
Del 15 al 17 de octubre de 2019
#DreamsInAction: connecting human strenghts .
.
#WEFMx #WomenEconomicForum #Mexico #Extrategia #ExperienciasIconos #Job #Coordinación #Women #Igualdad #Equality #Love #SheforShe #HeForShe #Inclusión #Diversidad #Diversity #Mujer #Empoderamiento  #Empowerment #Fortaleza",heforshe,|🙌🏻|👏|😎guapísimo 😍|Muchas felicidades que sigan los éxitos👏|Te calmas,98
52,52,"Es un privilegio de todo el equipo compartir con nustra comunidad Matupoderosa una experiencia de trascendencia 💛🙌
#mattuschka #onuwomen #heforshe #liderazgoconpropósito #innovacionsocial",heforshe,|👍👍👍👍👍👍,24
53,53,"NOT OK.
.
.
#respectmikehunt #mikehunt #metoo #whyididntreport #consent #rapeculture #toxicmasculinity #timesup #women #feminism #womensrights #feminist #heforshe #unc #uncchapelhill",heforshe,|That's infuriating. #metoomovement|🙀,158
54,54,,heforshe,|#feminist#feminism#womenempowerment#humanrights#un#unwomen#heforshe#loveislove#amnestyinternational#marchforourlives#emmawatson#taylorswift#intersectionalfeminism#activism#markruffalo#netflix#movies#believesurvivors#believewomen#vote#climatechange#globalwarming#climateaction#survivor#empowerwomen#endgunviolence#inspiration#saveourplanet|I love this account so much!!! 💕,368
55,55,"Good example of what we talked about in USII today. This isn't malicious, but one of many subtle slights against women in society. His wife won the award jointly for her work (along with another male scholar) but the headline doesn't name her. Again, this is not to say that it was done purposefully, but should intent even matter? #feminism #heforshe #weareallfeminists",heforshe,|Ngl I'm kinda confused|But how is it sexist if the other male wasnt mentioned either? Itd be cool to know the actual reason they both didnt get mentioned in the title. The wife got more recognition than the other male economist|*lived reality,54
56,56,"With the explosive release today of @ronanfarrow‘s new book, we’re revisiting his appearance at Women in the World 2018.
.
'We’ve had this incredibly fruitful, transformative conversation here in the United States and in so many countries, but this is an incomplete moment of searching for accountability. There are still survivors of sexual assault and injustice and abuses of power everywhere, in places where accountability is the farthest thing from mind or cultural context.'
.
Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators is available at all good book sellers 📚",heforshe,"|God yes! 🙌🏽 I can’t wait to get through this book.|#ronanfarrow #catchandkill #witw #womenintheworld #heforshe|There are survivals and there are victims as well as I write. Statistics are shocking and there’s lack of laws and plans to properly action change. However, more and more women are getting stronger and more and more men are supporting women.... @heforshe 🙏🏻|He is so right. There are still alot of Men and Women, who have not come forward. There are still too many in Power who are continuing to do what they always do.|A hero 🤩👏🏻✨|💪🏼|I’m forever grateful to @stoyan_bitcoin_trading for making me successful in bitcoin investment|You ROCK|Fantastic book.|Mexico for example.. a lot to do still.|#stop_war_in_rojava|👏|These people need to see the world changing, we all need to do something|🧡|Thank you the important work that you do Ronan. God bless you|True they will always have Sexual Abuse  Crime in both Sex with Injustice if Hidden|👍",2555
57,57,"👩🏻‍💻¿Sabes qué es lo que más me emociona del pack intensivo #Feminismo y #Política Internacional?⁣
⁣
Que no tiene fronteras ni límites para ayudarte a CRECER.⁣
⁣
💜Me emociona combinar todo el conocimiento de los talleres presenciales y online que he impartido en un programa que sí puedas sacarle provecho seas del país que seas y seas de la profesión que seas:  profesional, activista, periodista, abogad@, profesor@, estudiante, feministas...⁣
⁣
Para mí es importante ofrecerte una base sólida de conocimiento para que puedas construir sobre él, desde tus trincheras o tus líneas de trabajo, desde tu oficina en los más altos niveles o en tus iniciativas personales...⁣
⁣
Quería crear algo que no fuera tedioso o complicado porque para eso ya está la universidad.⁣
⁣
Quería crear algo que no fuese superficial o desconectado de tu realidad porque para eso ya están los informes de instituciones y los medios masivos de comunicación.⁣
⁣
Creé el pack pensando en que los temas fueran trabajados como punta de lanza:⁣
⁣
👉Para que no recibieras información difícil de digerir y ya.⁣
⁣
👉Para que no hicieras una inversión monetaria solo para recibir pasivamente contenido y ya.⁣
⁣
👉Para que no sintieras que el mundo es un lugar cruel y jodido y no se puede hacer nada y ya.⁣
⁣
👉Porque sí puedes hacer MUCHO para cambiarlo cuando conoces sus dinámicas a MULTI-NIVEL.⁣
⁣
✍️Para mí es importante que no sientas que acumulaste otro certificado más en tu CV.⁣
⁣
👩🏻‍💻Por eso he creado esta convocatoria con cupo limitado para que tengas la oportunidad de compartir con otras personas: preguntas, ideas, contactos, líneas de trabajo, proyectos en común, un mismo tiempo y espacio.⁣
⁣
El pack es una experiencia que va en escala: desde lo más básico de la teoría (y deconstrucción) hasta lo más complejo de su implementación.⁣
⁣
Por tal razón, en 4 semanas aprenderás, compartirás y crecerás a nivel personal y profesional.⁣
⁣
💜Si buscas ampliar tu visión y herramientas para analizar el mundo o conoces de alguien que sí, te espero y l@s espero en el pack.🙌💫⁣
⁣
🤨Si tienes dudas, preguntas, aún estás a tiempo para escribirme. Hablemos. 🙌💜
⁣
Las inscripciones cierran el 21 de octubre.",heforshe,|#cienciaspoliticas #relacionesinternacionales #feminismo #feminismos #feministas #politica #política #derechoshumanos #derechos #derechosdelamujer #pazmundial #internacionalista #internacionalistas #ods #onu #heforshe #onumujeres #niunamenos #vivasnosqueremos #periodistas #periodista #periodismodegénero #género #estudiosdegénero #culturadepaz #noviolencia #violenciadegenero #violenciadegénero,22
58,58,Shout out to @beccy_quinn who plays the lead in @kimbaslice12 film for the Her Film Challenge! She was also an actor in a WOMAS submission by @ericacullwell 😍 Give her a follow and support her journey!,heforshe,"|#womenmakingascene #womeninfilm #director #producer #writer #actor #femalefilmmaker #acting #filmmaking #womenempowerment #supportwomen #thefutureisfemale #feminism #makingmovies #filmcompetition #heforshe #timesup #equalpayday #sandiego #sandiegofilm #sandiegoart #sandiegoactor #sandiegofilmmakers #sd  #setlife #onset #oncamera #equalrights #genderequality #sandiego|Let's work fam, Dm me if you need animated music video, cover art, logos cartoon illustrations at affordable price thanks and God bless|💖💖💖 Thank you so much for bringing me onto this project and thank you @jonohamm for connecting us!|Go Beccy, go! Can’t wait to see it! Hopefully see you at the screening too 🧡|🙌🙌 Yay!  I’m so happy!  You’re amazing!❤️|She crushed it!",50
59,59,We want to hear from you 🎤,heforshe,|#womenmakingascene #womeninfilm #director #producer #writer #actor #femalefilmmaker #acting #filmmaking #womenempowerment #supportwomen #thefutureisfemale #feminism #makingmovies #filmcompetition #heforshe #timesup #equalpayday #sandiego #sandiegofilm #sandiegoart #sandiegoactor #sandiegofilmmakers #sd  #setlife #onset #oncamera #equalrights #genderequality #sandiego|🤪|🤡|👏🏾🤙🏾🔥🎥|💊📂🤡💸💔🎤👩‍👦🚑🏨👿🕺🏻❌🚔🔫🔥🥼🏢|😢😥😭🤣😵|🤪|🙄|🙁😩😡😢😡😟😕😯😣😒😔😳🥴🧐😭🤯😭😱🥳👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼|🙌🔥|🎻🎭|💥|🙈,23
60,60,I wish I could meet her 😭❤️ @emmawatson,heforshe,"|#emmawatsonedit #emmawatsonhot #emmawatsonlove
#watsoner #emma #watson #omgpage #emmawatsonfans
#emmawatsonfanpage #emmawatsonfan #emmawatsonstyle
#emmawatsonlover #emmawatsonforever #emmawatson 
#emmacharlotteduerrewatson #heforshe #oursharedshelf #timesup|Me2❤️|🖤🖤🖤|Sameee🖤|ikr",181
61,61,"Vocês sabiam que recentemente os Escoteiros do Brasil fecharam uma parceria com a iniciativa HeForShe, da ONU Mulheres? Alinhados aos Objetivos do Desenvolvimento Sustentável, entendemos igualdade de gênero como um um dos principais objetivos que compõem a a construção de um mundo melhor. Mas o que você entende por igualdade de gênero?
Igualdade de gênero significa que homens e mulheres devem ter os mesmos direitos e deveres. E com isso analisamos como o Movimento Escoteiro evoluiu desde que foi criado, no começo do século passado: as  meninas só puderam ser Pioneiras no Brasil a partir de 1979. Escoteiras a partir de 1980, Guias a partir de 1981 e as primeiras Alcateias mistas só foram oficializadas em 1982. Já  em 2016, haviam mais de 24.000 mulheres entre nossos jovens e mais de 10.000 entre nossos chefes. O Movimento Escoteiro assim como todo o nosso planeta compreende como a igualdade de gênero (ODS número 5) é extremamente importante para a nossa evolução em sociedade. Mudamos muita coisa, mas ainda temos muito pela frente.
#mutcom #heforshe #elesporelas #escoteirosdobrasil #ods #objetivosdodesenvolvimentosustentável",heforshe,|Cada vez mais orgulhosa 👏|⚜️❤️,22
62,62,No más impunidad 👆🦋 #CiudadesSeguras #DDHH #DDHHMujeres #EducacionenDDHH #JusticiaDeGenero #Feminismo #Sororidad #yosoyfeminista #Mujeres #empoderamientofemenino💪 #mujeresempoderadas #ONU #ONUMUJERES #HeForShe #HeForSheVenezuela #niunamenos #niunamenosvenezuela #vivasylibresnosqueremos #nomasviolenciacontralamujer #quenadiesequedeatrás #igualdad #genero #igualdaddegenero #equidaddegenero #abogadareinabaiz #LibresySeguras #venezuela,heforshe,|Elevemos el tema en las regiones de Venezuela #MujeresenMovimiento,25
63,63,"Dr Melanie Cunningham is a Senior Registrar with the Upper GI service at Beaumont HospitaI. Dr Cunningham has a degree BS in Microbiology with a year of pharmaceutical research, and a MPH in Molecular Epidemiology followed by 5 years of working public health before graduating from the GEM programme at RCSI. She joined the Histopathology BST before joining surgical scheme. In addition to being a beloved surgical lecturer at RCSI, Dr Cunningham is also a Team Ireland’s head coach for Womens Soft Ball. We cannot wait to hear more from this surgeon on October 19th!",heforshe,"|#womeninsurgery #womensurgeons #aws #rcsiaws #ilooklikeasurgeon #surgery #womeninstem #womeninmedicine #heforshe #surgeon #doctor #medic #medicine #medschool #medicalschool #medstudent #medlife|She is the best tutor and doctor ever 😍😍 wish her best of luck|Had her for only one lecture but from that,  Love her!|GO COACH!!!! 🇮🇪🇮🇪🇮🇪",47
64,64,"It’s not that hard of a concept

#feminist #egalitarian #egalitarianism #fembot #feminism #indiana #indianafeminist #wearethefuture #woman #womanempowerment #empower #empowerment #equality #equalrights #empoweredwomen #women #futureisfemale #femalefuture #thefutureisfemale #female #wearethefuture #metoo #timesup #yesallwomen #womensreality #imwithher #everydaysexism #tothegirls #heforshe #likeforlike #followforfollow",heforshe,|We never wanted flowers,20
65,65,"#HeForShe Head of state Champion his excellency President @jokowi of the Republic of #Indonesia is committed to improving the quality and coverage of sexual and reproductive health service.
Today we share the story of #HastoWardoyo a #MaleAlly who highlights the importance of maternal health and is encouraging the role of husbands in supporting pregnant women.
Read full story - Link in Bio 
Have you made the #HeForShe commitment to #genderequality? Click I COMMIT at HeForShe.org",heforshe,"|#UNWomen #Equality #society #impact #IMPACTReport #advocate #rights  #leadership #diversity #parenthood #future #EqualPay #ParentalLeave 
#Education #Champions #literacy #youth #Empower",506
66,66,The Adventures of Winnie the Poh 🍯,heforshe,"|#mencanbefeministstoo #weshouldallbefeminists #feminismisforeverybody #genderequality #respectgirls #supportgirls #womenempowerment #menforwomen
#heforshe #feminist #feministaf #feministmen #ineedfeminismbecause #empoweringwomen|my very favourite day!|Xi Jinping|Yes.",292
67,67,"Empowered Women, Empower Women"" Vintage SKOVA Tee Shirt from @skova.co 
Super soft feel. Get yours now!;-) Vintage Garment Dyed Distressed Tee
•soft, simple, sustainable
•subtle distressing along the neckline and sleeve hem •100% Organic Cotton
•Pre-shrunk
•Crafted with sustainable materials & processes, including •organic & recycled materials, low-impact dyes & water-•conserving washes
•Approximately 60K lbs of organic cotton used annually in •place of conventional cotton
•Low-impact dyes, biodegradable fabric softeners and washes with reclaimed water •Made in the USA",heforshe,|#teeshirts #tshirts #tshirt #tees #fashion #teeshirt #tshirtdesign #love #screenprinting #tshirtlife #shirt #customtees #customtshirts #girlstees #vibing #empoweredwomen #women #wearethefuture #empowerment #feminism #empower #tothegirls #heforshe #female #thefutureisfemale #imwithher #yesallwomen #femalefuture|Love the shirt💖👌|Solid message !|Love your top so cool|Super t-shirt I love it|Such a great post|Nice shot 👍|This is so dope|So beautiful I want this look amazing|Such a very great share🔥|Love this tee. Such a vibe|That's so pretty your look🔥|I love it so much|I love this and that it’s sustainable! 👏🏼👏🏼👏🏼|You look stunning! @mishaskova|Hey love😍 you look so sweet and lovely🔥 you got all the criteria to be one of our ambassador 😍👌why don’t you DM us and let’s collaborate🙌🔥|Wow this is so beautiful|That was lit 👌 awesome!|Great outfit! 😀|Looking good girl|Wow so pretty|Beauty😍|Love the message on the shirt|Love your style girl|Hot lips and all|I love the style|Very nice post😍😍😍|Really cool tshirt.|That is a great shirt,1088
