SeqNo,text,hashtags,comments,likes
32,"#17teamrc

#rcchallenge #releasethehounds #fortniteclansrecruiting #eqrecruiting #fortnite #fortnitegirls #apex
#fazesway #tfue #fortnitebattleroyale #fortnitebattlepass #fortnitebr #fortnites #fortniteleaks #fortniteclips #fortniteaccounts #fortnitememesdaily  #fortnitemexico #fortnitemobile #fortnitevbucks
#releasethehounds #teambh #apexrc #tfue #faze #goated #weareequal #gfxteam #evadeus #evaderc",weareequal,"|🌟🌟🌟|ALove your account ❤ Keep up the great work and keep grinding!!! Would you mind if you could check out my recent and drop a followe if you enjoyed!|Your 🐐🐐🐐🐐|🐐|🔝|Your edits are 💨 and 🧼|😳😳😳🙌🙌😳|Look at my story it will help you grow!💙|Follow us🤯🌀|🤤|Bro your honestly cracked 🐐 mind checking me and dropping a follow you wont regret it 👀🙏|😘🔥🔥🔥|Dm|I’m shouting out my 100th follower! (I’m one away)❤️|Follow then dm me👀|Follow And Grind For Us Bro 3K Rc Coming Soon | Use #EBONRc|New recruit maybe👀🙌🏼? Maybe drop us a follow and check out our recent and we will check you out👀❤️|You should grind for @MerticalGGs / @Fear.7S|You should grind for @vivid.uprising 👀 they’re having a 20krc and I could help you get in❤️|😈👀|New recruit maybe? 👀🤯 maybe you can drop us a follow and we will check you out!! 🤟|🔥🔥|😍😍😍|🔥🐐|🔥❤️|Soon on 🔝🔥|Yo Your Goated If You Need A Clan Follow Us And Dm Us Or Use #hope2krc To Join! Good luck!🔥|Nice post bro follow me on instagram, road to 2,400k subs i follow you with my other account and support you back ;) and good luck in alpha team bro",30
33,"""This world is full with good people, if you can't find one, be one"". Hello everyone! So this is the meaning behind our name which to encourage people to be a philanthropy who always seeks the satisfaction from doing good deeds! .
#COM165 #publicspeaking #educationalpurposes #weareequal #deaftalent #deafculture #deafpride #empoweringeveryone #spreadthelove #philanthropy",weareequal,|Great 🔥🙌,108
34,"Assalamualaikum everyone!! Don't forget to watch our introductory video and please hit the like button as your supports really contributes to our marks!! Thank you so much in advance and stay tunes for more updates from us! .
#COM165 #publicspeaking #educationalpurposes #weareequal #deaftalent #deafculture #deafpride #empoweringeveryone #spreadthelove #philanthropy",weareequal,|😍❤️|👍|@putriizulaikha 😍|💓💓💓|good job! 😍👍🏻👍🏻|Can't wait to know more and see your next video🤩|🖤|💞,94
35,"Need No Words..
.
P. S: DON'T SIMPLY WATCH, BE THAT PARENT, WHO WOULD NOT SET WRONG PERCEPTION'S IN YOUR SON/DAUGHTER'S MIND.
.
Its not His or Her Job... ITS OUR JOB, EQUALLY.
.
#genderequality #equality #ourjob #together #us #wearetogether#diwali12gro #satfunblog #doeng17#weareequal #smile #sharingiscaring",weareequal,|Awwwww this video is so touching❤️|Awww... really heart touching💗💗💗|Wow this is so heart touching  video ❤️🙌|Very touching heart Story.... Keep sharing😘|I saw this few days back on fb... And was completely blown away. Such a beautiful message.|It's really heart touching video ..thank you for sharing ❤️|Absolutely... Sometimes words don't do justice to what is conveyed!! Beautifully portrayed❤️|Aww very lovely video 💖|Beautiful story👌|That’s an amazing video... such a strong message|This is such a beautiful video ❤️|True it's not a responsibility of 1 person. ❤️|Good message 👍🏻👍🏻|Amazing video good message 🤩|Such a beautiful video😀|Love d video. It's our job ❤️great msg|So touching .... I believe in equality and do practice too ..... Some rituals must be modified not all work is the duty of a woman|Loved the video completely..😊😊|That’s a great video to share|Thts nice video with nice message😄|Awww amazing video with such great message 💞🙌|Lovely video ❤️|Nice video|This is an old video.. but a timeless & priceless one. Really liked watching it again 🙂|Nice video 👌|I feel mesmerized watching it using headphone👏|So so true... Such valuable messages should be circulated regularly 😍|Loving the message behind it! 🌼|What a great message this sets,134
36,"Just something Simple
Go check out Landon Cantrell on all platforms fire music. LINK IN BIO! GO BLOW HIM UP!! ————————————— #rcchallenge #releasethehounds #fortniteclansrecruiting #eqrecruiting #fortnite #fortnitegirls #apex
#fazesway #tfue #fortnitebattleroyale #fortnitebattlepass #fortnitebr #fortnites #fortniteleaks #fortniteclips #fortniteaccounts #fortnitememesdaily  #fortnitemexico #fortnitemobile #fortnitevbucks #releasethehounds #teambh #apexrc #tfue #faze #goated #weareequal #gfxteam #evadeus #evaderc #painnrc",weareequal,|🤔👀👀|you should grind for @betrayal.ggs👾|I’m shouting out people who follow and like my recents🤫🔥|Ik im a 🤡 for asking but I liked your post can you do the same for me? If not its fine much love❤️|⚔️|you’re wayyy better than me 😳🐐|You’re insane! We are an upcoming team that would love to grow with you💞Follow us then dm us🤩@cobalt.gg #CobaltOnTop,23
37,"Here are some clips🌪
Spam comments till blocked💕
.
.
🎥: @eq.megaman 
Team: @equal_org @inspirz.ggs
My duo: @paperchaser.tias",weareequal,"|#rcchallenge #releasethehounds #fortniteclansrecruiting #eqrecruiting #fortnite #fortnitegirls #apex
#fazesway #tfue #fortnitebattleroyale #fortnitebattlepass #fortnitebr #fortnites #fortniteleaks #fortniteclips #fortniteaccounts #fortnitememesdaily  #fortnitemexico #fortnitemobile #fortnitevbucks
#releasethehounds #teambh #apexrc #tfue #faze #goated #weareequal #gfxteam #evadeus #evaderc|Bruh the guy was trying to pick axe you I’d be ashamed to post something like that but other than that ur a 🐐🐐|🤭🤭🤭|🔥|🔥|👀|🐐|🐐|🐐|🐐|💕|🐐|🐐💕🐐💕🐐💕🐐|💕🐐💕|🐐|🐐🐐|🐐|💙|🐐|Your insane 🤯 intrested in joining? Follow then DM us 🔥|🔥🔥🔥🔥|🔥🌪🌪🌪🔥|💯💯|💯🌪|🔥🔥|🎮🎮|🐐|🎮🎮|🐐🔥🌪|💯💯|New recruit maybe? 👀🤯 maybe you can drop us a follow and we will check you out!! 🤟|Good stuff! 👀🔥 Mind checking me out?|Yessir🔥🔥🔥|🔥|It’s hard to watch how bad you are|Song name please|‘killed bugha in my recent’ 🤡🤡|Trash|Our Official Intro Is Out Now! Please Give Us Feedback! It’s Our First Post And All Support Is Greatly Appreciated🖤|Shitty fuckjng music bro fr",31
38,"Coming out stories are like ghost stories for gay people 👻. Everyone has a different version, and they are a great way to bring people together. They make us feel less alone; they make us laugh and make us cry; they challenge us by empowering us to be more and to do more. #spooky
...
Happy #NationalComingOutDay! Grateful to be in a space and be with people that support me, encourage me to be my full self, and make me feel empowered by love. Let’s celebrate not only this day but also ourselves! #outandproud 🌈",weareequal,"|.
.
.
.
.
.
.
.
.
.
#comingout #nationalcomingoutday #lovewins❤️ #allsexualities #samesex #lgbtpost #lgbtqai #queerpride #glbtpride #lgbtlife #gaystuff #lqbtq #prolgbt #queeryouth #loveisfreedom #lgbtactivism #equality #lgbtaccount #lgbtsupporter #weareequal #celebratepride #visibility #lgbtqiacommunity #loveisequal #instboy #boygram #gayboy #instaboygay|💕💕💕|❤️ @niles.runs.miles @nilesdvu|Hey! Your instagram is AMAZING 🔥, we’d like to collaborate 😍🔥DM us if you’re interested 🥰♥️|🌈🌈🌈|😘",175
39,"Dont have many fortnite clips rn so here's some COD Mobile!
🔥🔥🔥
Music: Cuco - Bossa No Sè
🔥🔥🔥
#fortnite #memes #gaming #fortnitememes #xbox #fortniteclips #meme #gamer #follow #twitch #funny #fortnitebr #pubg #youtube #like #fortnitebattleroyale #WeAreEqual #EqualEU #Equal3k#fortniteleaks #ninja #faze #battleroyale #cod #codmobile 
@equal_org @eq.deejay @vexggs @xetrayal @eq.f1lthy and more 😅",weareequal,"|🐐|🐐|Follow us then dm us👀|Hey, GREAT content! I dropped a like, mind if I get some love back?Thanks. 😋🤪|👏|🐐🐐",19
40,"It’s been 2 months tomorrow since I switched to mouse and keyboard now, do you think it was a good decision?
-
Use code Sendon in the item shop
-
#fortniteclansrecruiting #eqrecruiting #fortnite #fortnitegirls #apex
#fazesway #fortnitebattleroyale #fortnitebattlepass #fortnitebr #fortnites #fortniteleaks #fortniteclips #fortniteaccounts #fortnitememesdaily  #huerc #soarrc #kungarnanation #fortnitevbucks
#releasethehounds #teambh #apexrc #tfue #faze #goated #weareequal #gfxteam #evadeus #evaderc",weareequal,"|Literally insane 🤯|🐐|🔥|Follow and dm me for a shoutout 👍|GoAtEd On ThE sTiCkS|🔥👀|🔥|Follow us then dm👀|Hey, we pay our members monthly if your interested follow and we will check u out!!|🔥🔥🔥🔥|😍|🐐|🐐🐐🐐|🔥🔥|No controller on top always😂|🐐|🔥|Yeah it was a good idea your sick 😃|🐐🐐🐐",62
41,"Success is reached only when you make an attempt. ""Success"" comes in different forms that may not even be what you originally thought would be.",weareequal,"|. . . .
#HireEqual
#Success
#Equality
#WeAreEqual
#WeAreAllEqual
#FindAJob
#JobSearching
#JobSearchForAll
#WorkLifestyle
#BestWorkPractices
#WorkViews
#WorkDifferences
#WorkAdvice
#WorkTip
#Career
#GetPromoted
#PromotionWithin
#InternalPromotion
#FutureLife
#HappyPlace
#MyFutureJob
#CareerAdvice
#Successful
#Successmindest
#Try
#BelieveInYourself
#CareerEmpowerment
#WhyWait",0
42,"Today is International Day of the Girl!  What better way to celebrate than offer you a coupon code!  Here’s to all you strong ladies, juniors and minis!🌷🌷
*
*
*
Www.tututulips.con
#tututulips #boutique #weareequal #girlssupportgirls #womenowned #bossbabes #girlgang #girltribe #falltrends #freeshipping #shopsmall #internationaldayofthegirl #girlscandoanything",weareequal,|Amazing! Would you like to be published on our profile? Message us for more info 😊,36
43,Happy national coming out day! ❤🏳️‍🌈,weareequal,|#gay #comingout #gaypride #gayfacts #gaytravelcroatia #celebratepride #fact #lovethedifferences #weareequal|😍👌👏👏👏👏👏👏,989
44,"Today I want to have a one on one talk with you guys. I've been thinking for a while to have raw cconversations. To interact better with you guys. We all have a story that no one knows about. A past we Can't forget. A future we can't predict. Why do we always have to be STUCK IN THE MIDDLE OF NOWHERE. Why are our minds so stuffed up?. To the point we don't know what we're doing. And just with the flow, cuz that's better?. Why don't we find time for what we love the most?. Hang out with people that bring the REAL US out!?. We care too much about others, we care too much about what society thinks of us, we can't let out past go?. and we cant even stop thinking about what our future holds. ALL THESE THOUGHTS ARE WHAT WE ARE STUCK IN!. It's sad how we can't put ourselves first anymore.  If one tries to. They will either get bullied, pulled back, or be judged!. EVERYONE HERE IS HERE FOR A REASON. We are all unique. And we, ourselves need to understand this first in order to know our worth. IF YOU WANT PEACE IN THE WORLD, CREATE IT!.. Why have we stopped supporting each other?. I've so many questions.  And yet all I can do is think myself to sleep.. all these WHAT IFS, and WHYS are stuck with me. 
I want us to not only want better for us, but better for the world, better for the animals, plants, people, ourselves, our thoughts. We need to stay United.  We need to SHOW MORE LOVE. BECAUSE WE ARE ALL EQUAL. I wish I could say much more. And if you would like for me to talk on issues of the world.  I would love to. Just lemme know down below ❤
#STOPBODYSHAMING
#STARTLOVING
#YOUAREPERFRCT
#LOVEYOURSELF 
#EVERYBODYISUNIQUE
#WEAREEQUAL
#SUPPORT
#DONTHATE
#DEVOTIONFIRST",weareequal,"|Absolutely true! 💕 We need to stop acting “egoistic “, “jealous “ and poking our nose in every body’s business. Stop acting “over concerned” with someone’s act because that’s for sure going to hurt your own self!  We all need to be productive and creative in a positive way! Support each other for your own sake at least!🙏🏻
#createdonthate
#spreadpositivity
❤️|Accurate!.. love and support others if you want that love and respect for yourself! ❤️🙌|😍🔥",15
45,"Flashback to last weekends Hastings 10km, being escorted to the line by the event director on the lead bike. He came back for me after escorting the lead man to the finish. I was very happy to receive the same treatment that the winning man received. It’s a shame the journalist from the local paper decides only the winning man needed mentioning in the race report - you should probably mention the Women’s winner too right? Women just want to be treated equally. Equal pay, equal distances in sports, equal opportunities, equal respect, equal treatment #weareequal
.
.
.
#running #run #runner #fitness #training #runners #trailrunning #instarunners #runningmotivation #motivation #workout #runnersofinstagram #gym #instarunner #fit #triathlon #instarun #runhappy #garmin #trail #fitnessmotivation #miles #km #roadrunning #notmarathontraining",weareequal,"|Oh you won a race 😩|Bloody ridiculous in 2019|That's not fair! Should get the same coverage. I'd send a sarcastic email to the paper! 🤔|Wow, they didn't even mention you? That is outrageous. I'd be fuming. I hate it in races when they say...the winners were XXX and the women's winners were XXX. Like the default for winning is the men but they'll concede to mention the women later in their own little category 😠|Also did you email them about it? I'm tempted to message them myself!|😡😡😡😡|Did you get an equal winning prize?|Women don't want equal anymore at least this month! 🤔 #pensions|Outrageous!",84
46,"@team.exa @team.painn posting daily is so hard with school and sports so like when will you pick me up‼️ #rcchallenge #releasethehounds #fortniteclansrecruiting #eqrecruiting #fortnite #fortnitegirls #apex
#fazesway #tfue #fortnitebr #fortnites #fortniteleaks #fortniteclips #fortniteaccounts #fortnitememesdaily  #fortnitemexico #fortnitemobile #fortnitevbucks #releasethehounds #teambh #apexrc #tfue #faze #goated #weareequal #gfxteam #evadeus #evaderc #painnrc #weareexa",weareequal,|Hey 👋🏻 I’m one of the owners of @fearcommand and I was wondering if you could check out my team as we are recruiting 5 people at 500 followers! I dropped a like btw 😁|DM @officialteamal 👀👀|Next Recept RC?😮 Follow and DM us!🔥|Want a repost? Tag @gxzauk and we pick the best ones 🎉|🔥🔥🔥|🙌🙌🙌|🙏🙏🙏|😍😍😍😍👏|👀|U cracked🥵🐐Could u like and comment on my recent too please bro?🤟|👀👀👀|@team.exa|@team.painn|@team.exa|@teamtimid|@teamaloof|👀|Nice keep grinding 🔥imma get back to doing my mobile builds🤟😔|👋|Wow goated bro 👀🐐🔥|🤯|You’re insane! We are an upcoming team that would love to grow with you💞Follow us then dm us🤩@cobalt.gg #CobaltOnTop|@team.painn @furiousggs @team.felony|🔥🔥,60
