SeqNo,text,hashtags,comments,likes
832,234,#BlackWomensEqualPay Day is a reminder that the gender #wagegap is compounded by racism. We need laws like the #PaycheckFairnessAct that will combat discriminatory pay practices to ensure that Black women are paid fairly for their work #BlackWomenCantWait,wagegap,|#humanneeds #humanrights #budget #washington #reform #antipoverty #socialjustice #democracy #followforfollow #likeforlike #followforlike #likeforfollow #congress #politics #progressive #nonprofit #advocacy #equality #equalpay #payday #minimumwage #raisethewage #blackwomen #blackwomenmagic #blackwomenlead #blackequity|🙌🏽🙌🏽,33
833,235,"🎥: Credit to @leaninorg ・・・
LISTEN UP! Did you know that black women are paid 38% less than white men? 38 PERCENT. I support equal pay—because #38PercentCounts. #BlackWomensEqualPayDay leanin.org/38percentcounts",wagegap,|#EqualPay #EqualPayDay #BlackWomen #BlackWomenLead #Equity #Equality #WomensEquality #WomensEqualityDay #EquityMatters #EqualityMatters #DiversityEquityInclusion #PayMeInEquity #PayMeWhatYouOweMe #RunMeMyCheck #WageGap #WealthGap #Wealth #WealthMindset #WealthCreation #GenerationalWealth,11
834,236,"Today is #BlackWomensEqualPay Day, a day that marks the point where Black women’s earnings catch up to what White, non-Hispanic men earned in 2018. Check out this message from our VP of Programs, Camille Emeagwali, on what it means to close the #wagegap for Black women in New York City. 
Also join grantee partner #PowHerNY in just a few minutes for a Twitter chat to rally online & raise awareness on the ever increasing wage gap for women of color in our state & nationwide.",wagegap,|#BlackWomenEqualPay #EqualPay #WageGap #EqualPayNY #BlackWomenCantWait #BlackWomenLead #MyWholeDollar #PaycheckFairness #FightFor15|❤️👏👏👏👏,22
835,237,"#Repost @shevotesil (P.s. I am a volunteer graphic designer and made this graphic to raise awareness!)
・・・
Today marks #blackwomensequalpayday, the approximate day a Black woman must work into the new year to make what a white non-Hispanic man made at the end of the previous year. Based on ACS Census data, the 2019 wage gap for Black women and men is 61 cents.
.
.
Black women deserve to be paid fairly for their work. We must value Black women’s work and that starts with #BlackWomensEqualPay.
.
.
Tools for achieving #BlackWomensEqualPay include: #paidsickdays #paidleave #raisethewage  affordable #childcare as well as addressing student loan debt, ""motherhood penalties"", & lack of representation on corporate boards.
.
.
#BlackWomenCantWait #TIMESUPPAYUP #PaycheckFairness #equalpay #wagegap #genderwagegap",wagegap,|looks great!! (and great cause! :) ),20
836,238,,wagegap,"|#femaleempowerment #mybodymychoice 
#asexual #equality #equalityforall #equal #equalityforeveryone #liberal #feminism #feminist #womensrights #womensupportingwomen #poc #womenofcolor #womenempowerment #prochoice #loveislove #pride #queer #lgbt #lgbtq #lesbian #gay #bi #bisexual #trans #transgender #asexual #wagegap",7
837,239,,wagegap,"|#femaleempowerment #mybodymychoice 
#asexual #equality #equalityforall #equal #equalityforeveryone #liberal #feminism #feminist #womensrights #womensupportingwomen #poc #womenofcolor #womenempowerment #prochoice #loveislove #pride #queer #lgbt #lgbtq #lesbian #gay #bi #bisexual #trans #transgender #asexual #wagegap|I love You",7
838,240,,wagegap,|#powertothepeople #vote #immigrantsmakeamericagreat #americawasnevergreat #blacklivesmatter #brownlivesmatter #racism #endracism #wagegap #closethegap #liberal #colorism #guncontrol #ice #abolishice #civilrights #womensrightsarehumanrights #colorism #liberal #protectourchildren #guncontrol|When a country is has a massive population it is expected that you are going to be #1 in a lot of statistics. Of course we are going to be #1 in student debt we have the most people going to college. Yes it be nice to reduce the number of some of these statistics but you can’t expect one of the largest countries of the world not to be consuming the most oil in the world.|Winning!!!,10
839,241,I’m not saying this is bioterrorism but if the shoe fits...,wagegap,|#powertothepeople #vote #immigrantsmakeamericagreat #americawasnevergreat #blacklivesmatter #brownlivesmatter #racism #endracism #wagegap #closethegap #liberal #colorism #guncontrol #ice #abolishice #civilrights #womensrightsarehumanrights #colorism #liberal #protectourchildren #guncontrol,11
840,242,"#BlackWomensEqualPayDay Another reason why I support @desti.knee being an independent entrepreneur, one of the very few and probably the youngest black female international Art Advisors in the Art World @nytgender It’s #BlackWomensEqualPayDay, which represents the number of days into 2019 that black women in the United States must work to earn what their white male counterparts earned last year (in other words: EIGHT. EXTRA. MONTHS.) Nationally, black women working full-time, year-round earn 61 cents for every dollar paid to their white, non-Hispanic male counterparts, according to the @nationalwomenslawcenter. Research shows that even when accounting for factors such as education, experience, industry, job choice, position and hours worked, the pay gap still exists. 📚Sources, from left to right: @nationalwomenslawcenter (slides 1-2); @aauwnational. 💸 #fuckthewagegap #equalpay #genderequality #wagegap #paygap #genderpaygap #fairwages #payparity #blackwomen #blackwoman #woc #blackwomanhood #femaleentrepreneur #blackfemaleentrepreneurs #blackwomeninthearts #blackwomaninthearts #blackwomenintheartsdoitbetter #blackgirlsrock #blackgirlmagic #blackexcellence #blackness #blackpower #artcurator #artadvisor #artmuse #destineeross 📷 Carolyn Cole @latimes taken @friezeartfair #friezela",wagegap,|❤️,45
841,243,"Food for thought 🤔: today is Black Women’s Equal Pay Day. It’s *August 22*. This means that black women have to work almost *9 extra months* to get paid what white men make by the end of the year before. .
Said another way, black women are paid, on average, 61 cents for every dollar paid to white men. This is to say nothing of the other barriers women, and more so women of color, face to advancement. .
The image here is a data viz piece I’m working on. It’s an Equal Pay Day calendar. The gold marks show where different Equal Pay Days (by race) fall in the year. The piece will be on display at “Counting the Hours,” my upcoming solo show at @codeandcanvas , opening Sept 19— along with a lot more juicy data facts to wrap your brain around!
.
What can you do? • Take part in the conversation— with friends, family, your congressperson! • Support minority women-owned businesses • Give to orgs that are already doing the work",wagegap,"|.
.
.
.
.
.
.
.
.
.  #abstract #abstractart  #fineart #contemporaryart #publicart

#nonprofit #nonprofitart #activistart 
#datavisualization #dataviz 
#dataanalytics #data #infographic 
#equalpay #equalpayday #genderpaygap #genderparity #wagegap

#womenswork #WomenSupportingWomen #womenartists  #womanartist  #feministart #feminism #carryingstones #carryingstonesproject #seewomenswork 
#countingthehours|#art|Can’t wait for the opening!|👏👏👏|Loving this piece too!|❤️ Thanks for doing all you do to make this issue more visible ✨",74
842,244,"#BlackWomensEqualPayDay This is why I’m an independent entrepreneur! @nytgender It’s #BlackWomensEqualPayDay, which represents the number of days into 2019 that black women in the United States must work to earn what their white male counterparts earned last year (in other words: EIGHT. EXTRA. MONTHS.) Nationally, black women working full-time, year-round earn 61 cents for every dollar paid to their white, non-Hispanic male counterparts, according to the @nationalwomenslawcenter. Research shows that even when accounting for factors such as education, experience, industry, job choice, position and hours worked, the pay gap still exists. 📚Sources, from left to right: @nationalwomenslawcenter (slides 1-2); @aauwnational. 💸 #fuckthewagegap #equalpay #genderequality #wagegap #paygap #genderpaygap #fairwages #payparity #blackwomen #blackwoman #woc #blackwomanhood #femaleentrepreneur #blackfemaleentrepreneurs #blackwomeninthearts #blackwomaninthearts #blackwomenintheartsdoitbetter #blackgirlsrock #blackgirlmagic #blackexcellence #blackness #blackpower #artcurator #artadvisor #artmuse #destineeross 📷 Carolyn Cole @latimes taken @friezeartfair #friezela",wagegap,|🙌🏽|💫|😢|go ahead dest🔥💯,87
843,245,"On average, Black women in the U.S. are paid 39% less than white men and 21% less than white women. This gap persists despite the fact that black women participate in the workforce at much higher rates than most other women. The solution is simple...Equal pay for equal work. #BlackWomensEqualPayDay #equal #wagegap #putsomerespectonourchecks",wagegap,"|It's terrible but true, also a Black Male with a college degree will make less than a Caucasian High School graduate tell me what's wrong with that. I know how smart you are and your mom and yet another form of racism 😠|Amazing clip!",29
844,246,"Today is Black Women’s Equal Pay Day:

After working all of 2018 and through much of August of 2019, today, black women finally earned as much as their white, male counterparts did in the 2018 calendar year. With black women who work full-time earning just $0.61 for every dollar made by white men, black women must work almost 20 months to receive the same amount that non-Hispanic white men do over 12 months.

#blackwomenequalpayday #equalpay #equalpayforwomen #wagegap #genderwagegap #kanarys",wagegap,"|Hi Star - I'd love your direct email to introduce myself/services (to perhaps lock in Glam) for those who have been invited as speakers.  The way I see it as a MU Artist: ""If there are camera's in the room, then there's an occasion for us to meet"".",20
845,247,"Today is Black Women's Equal Pay Day, the date that Black women have to work into 2019 to finally catch up to what white men earned last year.

These are the realities of what that pay inequity means for Black women in America. In New York we are committed to closing the gender wage gap for all women.",wagegap,|#blackwomensequalpayday #blackwomensequalpay #payequity #payparity #genderpaygap #wagegap|If this were true companies would hire mainly black or Hispanic women since they don’t have to pay them as much as the white or Asian male. Clearly this gap is made up.,34
846,248,"In addition to earning less than men, women of color face a stark opportunity gap and have significantly lower chances of progressing to elevated leadership positions than white men. Women of color are also less likely to progress to higher-level positions than white women. - According to Newsweek

It’s time to change, if you’re in a position to be an ally look for ways to help raise the visibility of your colleagues who are underrepresented and be an advocate.

Check out the article in our bio and join kanarys.com to be the change.

#blackwomenequalpayday #equalpay #equalpayforwomen #wagegap #genderwagegap #kanarys",wagegap,|Love this! ♥️|#blackwomenequalpayday,27
847,249,"How are you recognizing #BlackWomensEqualPayDay ? .
When black women are underpaid, everyone is impacted.
.
.
If the wage gap were eliminated, black women would on average earn $870,000 more throughout the course of their careers. If black women aren't 100, we are all #Not100.
.
Here is a list of just a few Durham-based, Black, Femme artists that you can support with your dollars today:
@monetisart 
@oshunsweetnsour 
@younggiftedandbroke 
@gemynii 
@kamarathomasmusic 
@candycarver ✨Keep the list flowing in the comments! ✨
.
Source: Lean In, Mickinsey, National Partnership for Women & Families #equalpay #wagegap
image via @refinery29",wagegap,"|@keksande
@omni76
@shanatucker
@sunandbone
@crypticdonuts
@yemaja328
✨✨✨✨
(I think all these talented artists are Durham-based!)|✨ @ninaoteria ✨|Thank you 🙏🏿🙏🏿|✨@rissipalmermusic✨|@gemynii #payblackfemmes work|✨@breakfast_etc✨",95
848,250,#blackwomenequalpayday #wagegap #payus #walk #jog #run #socialchange,wagegap,"|So It's black unarmed women being gunned down in the streets constantly, but the wage gap between black girls and white boys for sure is the issue 👍🏿. #priorities. You more worried about your pocket book or the  people.|We support every cause (women’s march, black lives matter, voter suppression, confederate monuments removal, etc) we stay on the frontline. God forbid we fight for ourselves on any issue. Now we have a priority issue. Can we get support on one thing from the other causes? Thank you in advance.",15
849,251,"Posted @withrepost • @nytgender Today is what’s known as #BlackWomensEqualPayDay, which represents the number of days into 2019 that black women in the United States must work to earn what their white male counterparts earned last year (in other words: eight extra months). Nationally, black women working full-time, year-round earn 61 cents for every dollar paid to their white, non-Hispanic male counterparts, according to the @nationalwomenslawcenter. Research shows that even when accounting for factors such as education, experience, industry, job choice, position and hours worked, the #paygap still exists. Sources, from left to right: @nationalwomenslawcenter (slides 1-2); @aauwnational #endthewagegap #wagegap",wagegap,"|80% is too damn high. That’s part of the problem. We’re doing too much and others aren’t contributing to the well.|😐 I get it 🤬|Still beating that same old dead horse, Huh?",85
850,252,"Even though we are the most educated group in the US, black women are still among the lowest paid due to gender bias and racial discrimination. YES these issues still exist and are a hurdle for us to be recognized and compensated for the same work as others. Today is a day to recognize this and raise awareness! Do your part everyday to end workplace discrimination and shatter the patriarchal and racist glass ceiling. ✊🏾🖤
.
.
.
.
.
.
.
.
#blackwomensequalpayday #equalpay #leanin #femaleempowerment #blackwomen #lilithastrology #lilithastrotv #genderdiscrimination #genderbias #wagegap #feminism #feminist #astrologersofinstagram #lilith #astrology #womxn #women #blackempowerment",wagegap,|Yessss 💕💕💕,36
851,253,"Today is #BlackWomensEqualPayDay. The National Bar Association is addressing this grave injustice by increasing awareness and taking steps to correct it, and the @MBBANYC is proud to support this cause. You can support by advocating for changes in legislation at the #Federal, #State, and #Local levels. Please visit www.blackwomensequityday.com to find out how you can #takethepledge and support this cause. 
#BlackWomensEqualPayDay #NBABlackWomensEquity #BlackWomensEquityPayDay #BlackLawyersMatter #WageGap #MBBANYC",wagegap,|👏🏿👏🏿👏🏿,46
852,254,"NEW ON OUR BLOG!! 🙌 .
Standard versus Snowflake Workplace Legal Issues - clickable link in bio @springlawfirm 🔥 .
Yes your business’ legal issues are full of many special and unique snowflakes to litigate. And then sometimes they are not and you just need a standard contract that is relevant and applicable to your workplace. When is which? .
In the modern age of the democratization of knowledge, where online software can provide some pretty decent options to help resolve workplace issues and where legal subscription options can make legal documents and services more cost-effective, when should a business bother to hire a lawyer? .
Not always, to be frank.
.
Clickable link in bio @springlawfirm or visit www.springlaw.ca",wagegap,|#SpringLawFirm #employment #humanrightslaw #employment #EmploymentLaw #HRlaw #cdnlaw #emplaw #lawblog #EmployerResources #WorkplacePolicies #HR #unemployed #legalmarijuana #PayEquity #PayTransparency #PayGap #WageGap #HumanResources #startup #smallbusiness #termination #jobsearching  #startup #freelance #freelancer #businessowner #recruitment #AI #ArtificialIntelligence,4
853,255,"Black women will typically lose more than $840,000 compared to a white, non-Hispanic man earns, over a 40-year career.⠀
.⠀
On average, African-American women are paid 63% of the dollar men are paid.⠀
.⠀
What are state legislation created to close the pay gap?⠀
.⠀
.⠀
.⠀
.⠀
.⠀
#blackwomenequalpayday #blackwomenequalpay #equalpayforequalwork #diversityinSTEM #wealthgap #wagegap #gendergap #200days  #hiddenfigures #powerfulwomen  #strongwomen#professionalwomen #strongwomen #STEM #womeninstem #womenintechnology #womenintech #grit #womeninleadership #leadership #leadinglady #leadingladies",wagegap,"|Wow these statistics are really like 😮As a women it really makes u see 👀the work force so different 😬|These numbers make me feel some type of way...|These stats are unfortunate.  However, this is why more and more African American women are starting their own businesses and taking charge of their financial freedom, instead of depending on the 40/40 plan to be the savior for their financial future.|That’s a lot of money. For now I’ll leave it at that.|I already know this yet, it still hurts every time I ready it.|Wow this just breaks my heart.",20
854,256,"Today is #BlackWomensEqualPayDay. 💰 On average, black women are paid 38% less for every dollar of work compared to a white man (and less than 21% compared to white women). That translates to nearly $870,000 in lost earnings over the course of an average career.

On average, it takes black women 20 months to match what a white man earns in 12. That means black women had to work all of 2018 and up to this day August 22, 2019 to make as much as white men made last year alone. Last year that date came two weeks earlier on August 7, 2018. 🎥: @sherylsandberg for @leaninorg",wagegap,"|.
.
.
.
.
.
#everydaylemonade #securethebag #blackgirlboss #blackcreatives #blkcreatives #intersectional #intersectionality #blackfeminism #feminism #gendergap #wagegap #womenempoweringwomen #womensupportingwomen #womenempowerment #blackboss #thefutureisfemale #blackbloggers #blackblogger #dcblogger #dcbloggers #fempreneur #blackgirlswhoblog #workingmom #blackwomenlead #blackwomenmatter #supportblackbusinesses #webuyblack #youngblackceo #blackeconomics|So very tired of this gap. Especially in my field. And in my own company.",55
855,257,"Last year, it was 38% and also fell on August 7...talk about regression. #blackwomensequalpayday",wagegap,|#womensequality #diversity #inclusion #betterhavemymoney #paymewhatyouoweme #blackgirlmagic #blackgirlsrock #stanablackgirl #blackwomen #loveblackwomen #girlboss  #smallbusiness #womanowned #blackwomanowned #blkcreatives #blackbusiness #blackexellence #womeninbusiness #payblackwomen #salaryincrease #standwithblackwomen #representationmatters #fuckthewagegap #wagegap #leaninorg #leanin #insidethestudio #thestudio,14
856,258,"Today is #BlackWomensEqualPayDay, the day that Black women's earnings equal what white men made all of 2018. 
#WageGap Fact: On average, a Black Woman will lose $946,120 over the course of a 40 year career. 
#TrapRecruiter #EqualPay #PayGap #EqualPayforEqualWork #Diversity #DeliberateDiversity #Inclusion #IntentionalInclusion #Equity #EmpoweringEquity #Payup",wagegap,|💯💯,7
857,259,"Today is #BlackWomensEqualPayDay, the day that Black women's earnings equal what white men made all of 2018. 
#WageGap Fact: On average, a Black Woman will lose $946,120 over the course of a 40 year career. 
#TrapRecruiter #EqualPay #PayGap #EqualPayforEqualWork #Diversity #DeliberateDiversity #Inclusion #IntentionalInclusion #Equity #EmpoweringEquity #Payup",wagegap,|😮,12
858,260,"The gap is unacceptable. Black women earn an estimated $946,120 less than white, non-Hispanic men over the course of a 40-year career. This undermines economic stability. 
I support #PaycheckFairness and will fight so every woman gets the whole dollar. #BlackWomensEqualPayDay
.
.
.
.
.
.
.
.
.
#equality #wagegap #BlackWomenCantWait #DemandMore #paygap #blackwomensequalpay #EqualPay #PhenomenallyBlack #Repost #Equity #PayEquity #MyWholeDollar #WholeDollar #BlackWomenLead #women #womenempowerment #inclusion #ruthbaderginsburg #quotes #equalityforall #paymemymoney #humanresponsibility #equalopportunity #equalemployment #emergenow #equalpayforall #naturalhair #curls",wagegap,"|👏👏👏👏👏 ..... now let's also post about Latinas because we paid the least of all groups of woman.|Economic equity is at the heart of so many gender and racial issues. Thank you for posting this. I’m tired of the other guy taking the safe road, sticking to safe topics. The status quo may have worked in years past, but these are different times.|We need to fix that!|Thank you for speaking on this",74
859,261,"Black women deserve more; it took black women until today to finally earn as much as their white male colleagues did in 2018. Black women who work full-time earn just 61 cents for every dollar made by white men.
.
.
NAMICNY #PayBlackWomen #BlackWomensEqualPayDay #politics #blackexcellence #equality4blackwomen #womenliftotherwomen #blackwomen #blackwomen #wealth #empowerment #equalpayday #august #supportblackbusiness #blackownedbusiness #equalpay #bwepd #demandmore #wagegap #blackwomenatwork #38centsmatter",wagegap,|Yes!,61
860,262,"It's past-time to fix our nation's broken labor laws. ⠀
⠀
#fastfood #Burgers #fries #subway #BurgerKing #TacoBell #Chipotle #KFC #wendys #arbys #strike #union #labor #workers #work #boss #lowpay #wagegap #worklife #womenwhowork #unionsforall #workerpower #workersrights #laborrights #humanrights #fairpay #walkout",wagegap,"|At the very least, I believe that all those people who are struggling to get by earning $10K to $30k should get a decent tax credit for 2020 tax returns.",36
861,263,"I’m clearly not a black woman, but when some of us aren’t paid fairly, it’s not good for ALL OF US. This figure is staggering on its own, but when coupled with the fact that 80% of black women are the breadwinners in their homes, it’s downright crippling. Women and minority creative freelancers undervalue their worth by an average of 32%. We have got to stick up for each other, mentor each other and continue pushing against these gaps till they disappear. 
Who’s with me? 👋

Hat tip to @cyndiespiegel for the series of posts
•
•
•
•
•
_______________
#blackwomensequalpayday #equality #wagegap #genderpaygap #minoritymatters #wealth #freelancers #soloprenuers #hustlers",wagegap,"|Thank you got sharing! If we aren’t all paid fairly, then none of us are ❤️|I mean............ 🤭|Dafaq! 👀👀",36
862,264,"Today is Black Women’s Equal Pay Day, which marks how far Black women had to work into 2019 to make what white men earned in 2018 alone. On average, black women are paid 39 percent less than white men (or 61 cents for every dollar a white man makes) and 21 percent less than white women. ⠀
⠀
Despite these inequities, only half of Americans think obstacles still exist that make it harder for Black women to advance.⠀
⠀
Imagine losing out on $950,000 over the course of your career because of gender and racial bias. That’s the reality for the average Black woman.⠀
⠀
We've come a long way, but these reports show how much further we still have to go. We deserve better. We stand in solidarity when we say - CLOSE THE WAGE GAP❗️",wagegap,|#blackwomencantwait #standwithblackwomen #equalpay #blackwomensequalpayday #not100 #wagegap #paygap #fairwages #genderpaygap #intersectionality #feminist #protest #advocate #ally #bwcbabe #bosswomencollective #bossbabe #femaleempowerment|🙌🏽💯|👏🏽♥️,86
863,265,"UNACCEPTABLE: Black Women in New York State experience a lifetime loss of $906,680 due to the #WageGap. 
On Black Women’s Equal Pay Day, NEW is proud to help close to the #WageGap by supporting Black Women to achieve family-sustaining wages, benefits, and sustained careers in the trades. 💪🏾💪🏼💪🏿 #BlackWomensEqualPay #EqualPayNY

@nycetc_org @nyslabor @adrienneeadams @msvanessa77 @cluwnational 
@nywomensfdn @aauwnewyork @womensmediacenter @a_better_balance @nationalwomenslawcenter",wagegap,|💪🏽💪🏽💪🏽|wage gap is false liberal victim mentality,28
864,266,"Today is #blackwomensequalpay day, the day that signifies how long it takes for Black women to earn as much as White men did in all of 2018. According to IWPR projections, Black women may not see equal pay until 100 years from now. .
.
.
#blackwomen #equalpay #payequity #blackwomensequalpayday #payme #economics #data #wagegap",wagegap,|Criminal,42
865,267,"Today is #BlackWomensEqualPay Day. Black women must work 234 days into 2019 to earn what white, non-Hispanic men made in 2018 alone. #BlackWomenCantWait for #EqualPay. .
.
#BlackWomensEqualPayDay #WageGap #GenderEquity #RacialEquity #EqualPayForEqualWork #OurVoicesOurTime",wagegap,|👏,49
866,268,"There were many times throughout my career, I was scared, intimidated, guilted, and shamed out of asking for what I rightfully deserved. With more than 15 years of work under my belt, I’ve often worked in white and or male-dominated spaces, I was seen as too young, too black and woman. I will say, that’s after the first time I demand to get paid the same as my counterparts, it’s gotten easier ever since. When was the first time you demanded more pay and or what’s stopping you? 
#BlackWomensEqualPayDay #CutTheCheck",wagegap,"|.
.
.
.
.
.
.
.
#Women #Gender #genderequity #genderequality #equality #equalpay #BlackWomen #trustblackwomen #womenrights #womenempowerment #noceiling #feminist #wagegap|Nice. Fancy getting a beautiful logo or flyer for your business. A cartoon or artwork for yourself or someone special. Check out my page and dm me. Thanks.|💚💪🏽|Jaw dropping and unacceptable.|✊🏾✊🏾✊🏾|🖤🖤🖤|Run me my money 🗣🗣🗣🗣🗣🗣💰 💰💰💰💰💰💰💰💰💰💰|OMG|👏🏽👏🏽👏🏽👏🏽😍🔥|Ridiculous|You could live in retirement off that alone|@jamiraburley and how did you reach this number|🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️|Amen! 👏🏾 #trustblackwomenandpayustoo|This year!! I got an offer for a job, as I am a junior in the role I was afraid to ask more. A friend of mine (white male) strongly encouraged me to negociate, if the company really wanted me they wd put the price. The company agreed without bargaining. It was only 3K more but damn I felt so powerful 🤣. It was really eye-opening to the limits we set for ourselves as young black women|When I wasn’t in the academic sector, I made it a point to demand what I was worth. However, I remember one time in particular another black women vehemently fought against me getting the pay I deserved. My recruiter (a white women) reached out to the Executive team (white males) and was able to get me what I was requesting. I mention this not to be a naysayer, but to point out that although there is a clear disparity, our allies (or enemies) may not be as crystal.|This year!!!! I turned 40 with over 16+ yrs of work experience and said enough is enough!!! #fthatpayme 💯|@jamiraburley  they say black men and black women make less than white women. It's the reason why I say blacks need to unify and move like we did during segregation.|@rebrand.career.consulting|So we should pay them equally for different work? I’m genuinely confused as to how this is injustice and not just the result of personal decisions|There is no wage gap.|✊🏾✊🏾✊🏾|Why not break it down to education, age, years worked (skill level), and hours worked.  Then let's see if an wage gap is real",1002
867,269,"#BlackWomensEqualPayDay is today. This date August 22nd, symbolizes the approximate number of days a Black woman must work into the new year to make what her White male non-Hispanic counterparts earn at the end of the previous year. This year’s date is also TWO WEEKS LATER than last year’s Black Women’s Equal Pay Day. Meaning the #WageGap is not only intact, but it’s growing. To borrow a phrase from my mama and Beyoncé—“Ain’t that some sh*t.” 🧐",wagegap,"|🙌🏾 Tell em, sis!|Adding hand claps for emphasis—- Ain’t 👏🏾 that 👏🏾 some 👏🏾 sh*t! 👏🏾😉 P.S. that coral/blush blazer with your turquoise ring peeking out 🔥🔥|Yes, sister!!!💪🏾❤️|i was reading an essence.com article last night and your face popped up on my screen but my reflex closed the ad before i could take a screenshot. hope they CUT THE CHECK|I would love to do a write up on you for #fearlesscurvesmagazine website is being worked as I type @marquita_harris_|Hey Marquita! I sent you a DM! Just check it out when you can. I look forward to hearing from you ♥️",155
868,270,"Black women make $0.61 to every dollar a white man makes. August 22 is Black Women's Equal Pay Day because it marks ""the approximate day a Black woman must work into the new year to make what white non-Hispanic man made at the end of the previous year,"" according to @equalpay2dayorg.⁠
⁠
As the wage gap stands today, a Black woman who works for 40 years will lose $946,120, according to the National Women’s Law Center. And the #wagegap hurts women's families: ""84.4% of black mothers were primary, sole, or co-breadwinners in 2017, compared with 60.3 percent of Latina mothers and 62.4 percent of white mothers,"" according to Center for American Progress.⁠
⁠
For all those politicians who say they care about families, do more than just pay us lip service. Pay us what you owe us, so we can take care of our families! ⁠
⁠
 #BlackWomensEqualPay #BlackWomenCantWait",wagegap,"|This stat can’t be true. My goodness!|I am in that number, and let me tell you... a whole thing. I am both motivated and exhausted and proud and over it at the same time all the time. Peace to my comrades out here.|Absolute facts on black family finances. 80% of my mom friends, single or married are the sole or primary breadwinner. Even highly educated/middle class. Imagine if black men were able to get paid more. It is all by design to keep us groveling. 😡",160
