SeqNo,text,hashtags,comments,likes
1215,1215,"That Monday morning feeling❤️
http://unwo.men/abm150uPxEG #un #unwomen #hashtag #womenrights #metoo #timesup #niuanamenos #heforshe #orangetheworld #bringbackourgirls #everydaysexism #womenshould #yesallwomen #whyistay #iwillgetout #generationequality",everydaysexism,|Riquísimo. Besos😚😚,416
1216,1216,The deepnude app is the latest terrifying invasion of privacy which uses AI to undress photos of women. Protest with the ‘DEEPNUDE THIS’ T-Shirt http://bit.ly/deepnudethis,everydaysexism,"|.
.
.
#deepnudethis
@womensrights_news @womensrightsnps @all.things.feminism #women #woman #humanrights #equality #feminism #womensrights #female @deep_nude #yesallwomen #metoo #metoomovement #believewomen #womensreality #timesup #love #womenempowerment #womenintheword #womenpower #everydaysexism #feminist #heforshe #imwithher #privacy #feminisme #feminismo",9
1217,1217,"Little bit of roll on the beach.
March on London 31st Aug!!!
DM snaps of you existing this summer!!
-
-
-
-
-
#SurvivorsPower #Oct12Walk #MeToo #TimesUp #YesAllWomen #WomensReality #Feminist #Feminism #TheFutureIsFemale #RapeCulture #NoMeansNo #NastyWoman #IAmANastyWoman #BelieveSurvivors #IBelieveHer #EverydaySexism #ToTheGirls #WhyIStayed #HeForShe #Fem2 #SayHerName #WomensMarch #StopRape #ERANow #ProChoice #KeepAbortionLegal #YouKnowMe",everydaysexism,|yeees,22
1218,1218,Went shopping yesterday for a kid’s birthday present with my daughter. Saw these in a shop. Can you see what it says in the middle. I was shocked. Girly Paints?! Incidentally we were looking for a present for a boy. Who likes painting and drawing. The shop had these and some Unicorn colouring books. Does society really think that only girls like arts and crafts? Surely we can do better. (I didn’t have my phone with me at the shop so excuse the internet pic),everydaysexism,"|#childhoodunplugged 
#letthembelittle
#genderneutral 
#equalityamonggenders 
#stopgenderstereotypes 
#justkids 
#genderequality 
#equalrights 
#equality 
#degendercolours 
#sushirolesnotgenderroles 
#feminism 
#bemorekid 
#toyslagram #toyunion 
#toyplanet #toystagram #toypics 
#playtochange
#bethechange 
#heforshe 
#boydoll 
#letthemplay 
#caringboys
#everydaysexism
#pinkisjustacolour
#nomoregenderstereotypes|Agh!|Wow, thats infuriating!|😞☹agghh!|Feel your rage! Well done for raising it. All we can keep doing 🙌🙌🙌👏👏👏",10
1219,1219,"In May of 2017 I lost my job and insurance benefits from Harley-Davidson of Scottsdale. At that same time I had just finished my Holistic Nutrition program at school. I had learned all about our modern day food industry and how tainted and toxic the food we consume has become (no thanks to large corporations and our government!). I quickly cut out all processed foods, became plant-based, and purged all of my cosmetics and household cleaners that were also filled with chemicals and toxins. Since my medical insurance was gone and since I was intentionally single and not interested anyways, I decided it was time to cut out birth control to see what my body was like without it. I had been on birth control pills since I was 16 years old and then at 26 decided it was time for a break.
.
Flash forward two years and I finally got a job where medical insurance is available. I essentially pay $100 a month from my paycheck just to get birth control!! Since I have had a period, I have the MOST DISABLING cramps every time. After two years of being off of it and suffering, I wanted to give it another shot after asking my doctor a lot of questions I had never asked before. For years prior I was on a pill called Microgestin Fe. It worked wonders, it didn’t make me crazy, I didn’t gain weight or get acne, my periods were light and like 4 days long, and the best part was I had no cramps. It is now month 2 of being back on the pill after two years off and the pharmacy at Walgreens told me they did not offer Microgestin anymore. So I switched and went to CVS pharmacy for the first time. However, they pulled a fast one on me apparently and gave me the “generic version” of Microgestin called Blisovi Fe. Well.... after two months of this I can tell you that I am feeling pretty hopeless. I looked this drug up and found SOOOO MANY WOMEN who are having the same experience as me. The pharm pulls the switch, the doctors swear it’s the same meds, and the side effects I am experiencing are just the same as these other women. I am ANGRY alllllll the time now. I can go from 0 to 1000 in .0001 seconds!!
.
Continue in comments.... ⬇️⬇️⬇️",everydaysexism,"|The first month on these pills I woke up sooooo nauseous every day! I thought it was from lack of eating breakfast so I changed that but nope, still no good. I am just now reading these reviews on drugs .com and I kid you not, I just BURST into tears. I have been really struggling with my emotions, thinking about seeking professional help, therapy (although we all could use a therapist!), anger management, life coaching, whatever I can to help control my emotions and pure rage I have inside of me. I mean like I have been seriously so concerned. But now I am just at a loss and totally confused on what to do. I now have a happy and healthy relationship and want to practice safe sex, because the universe knows a child is the LAST thing I need rn..... there’s got to be something better out there and before anyone says “condoms” I mean there’s got to be a better way for women’s health. 
This video says it all and is in direct relation to the HUGE PROBLEM we are facing as the human race over the safety of a woman’s body. So friends.... what do you say? Let’s hear your opinions!|#womensempowerment #womenshealth #mooncycle #womensrights #sexeducation #birthcontrol #reproductiverights #mybodymychoice #thepill #everydaysexism #yesallwomen #fuckbigpharma #prettyperiod #endometriosis #pcos #tothegirls #effyourbeautystandards #safesex #prochoice #periodsarenotaninsult|A recent book I read and highly recommend is beyond the pill. It talks about diet to balance hormones and how to do fertility tracking. I switched to the hormone free IUD. It was a struggle the first few months but has improved. I feel you on this battle though it's hard being a woman.|S/O to @sindhas for the AMAZING VIDEO!!!!!!!! It brought me to TEARS!!!! Thank you!!!! 🙌💖🙌💖|I was on Ortho Tri-cyclen Lo for the last 10 years. My insurance gave me a generic form a few yrs back & my body freaked the hell out. So I hear you. When you go to your doctor, you have to tell them to write your script out for brand name AND write ""DAW"", which means 'dispense as written' so pharmacies cant pull fast ones. They stopped making my pill this year and I've been too scared to try anything new so I've been sans birth control since April and I hate it.|Also, if insurance gives you shit about brand name - you can fight them. All your Dr. has to do is show you have negative reaction to preservative in generic (ie weight gain, mood swings, etcetc) and ins usually approves u for brand name.|I use the cazient pill. Have for years and tho it has given me mild cramps during my period.(nothing that isn't bad) I didn't gain any weight or experience anything changing emotionally. It's cleared my acne only get it for the week of my period and then very little.|All of them are bad for you girls. Interrupting a natural hormone cycle and tricking the body to be in a perpetual state can never be good. I would recommend keeping on the holistic and natural route and continue to learn your body and the cycles so you can one day pinpoint when you will be ovulating and most fertile. And on the flip side maybe get your men to do the same and have control of themselves and their tool. These 2 methods have always seem to work over the ages, just since big pharma and the food industry change 50 years or so ago has the view point changed IMO.. hit up Ashlee we have been birth control free for almost 10years..|I completely understand the BC struggle. The IUD gave me months of cystic acne and migraines. My doctor even laughed when I told her that I KNEW the IUD caused my cystic acne. She kept saying, “You think”. Sure enough, after removal, the cysts started disappearing and my skin is on the route to recovery. But I was absolutely horrified to continue the search for a new bc. I found that asking the women in my family about their experiences was a huge help in navigating this process and I wish I did it sooner. Trusting my gut and following my intuition was also huge. No one knows your body like you do. I know how frustrating and difficult this process can be and I REALLY hope that you find something that works for you.|❤️|💥",42
1220,1220,"Don't get it twisted some of the most powerful women in history overcame the very things that should've taken them out! I love you @oprah my inspiration! We got this people there is nothing impossible @liberations_song 
#believewomen #metoo #timesup #yesallwomen #believesurvivors #womensreality #nomoore #nevermoore #meat14 #iamanastywomen #imwithher #everydaysexism #toothegirls #whyistayed #heforshe #yesallwomen #effyourbeautystandards #fem2 #speakup #domesticviolence #abuse
#empoweredwomenempowerwomen #narcissistic #hiddenabuse #emotionalabuse #ptsdawareness #psychologicalabuse",everydaysexism,|This is a good picture but I don’t know if it is because of good lighting or place… maybe composition 😉👍,22
1221,1221,"You think sexism is getting better... And then you see powerhouses DISNEY and Wal-Mart selling sexism to our youth in a pretty little box mixed in with the stereotypical ""girly"" toys. I looked for a similar box with a boy (or even a girl and boy) washing dishes on the front with no such luck.

These are the messages that tell society that housework is feminine. AND YES, I HAVE HAD THIS TOLD TO ME BY A MAN AS WELL.

My entire life I have loved things deemed ""masculine"". Fixing things, power tools, getting dirty exploring creeks and climbing trees. I can't believe it's 2019 and this crap is still being sold. It honestly wouldn't bother me if the package was ""unisex"". Disney and Wal-Mart are both leaders in their markets- please send better messages to our boys and girls.

And don't you dare say it's because boys aren't interested... Because I'm not interested in doing your dishes either.

#Disney #Walmart #sexism #getemwhiletheyreyoung #everydaysexism #notinterestedindoingyourdishes",everydaysexism,|Disney is far more sinister than we’ve been lead to believe.|Great post.  Couldnt agree more.,20
1222,1222,"#SKiMTalks has not come to play!!⁣
⁣
This is me after SKiM Talks on Friday 28th June held at City Hall London.⁣
⁣
Behind that smile is the journey to establish and get SKiM Talks off the ground. The 'why' behind SKiM Talks. ⁣
⁣
Behind the scenes of SKiM Talks is:⁣
⁣
Pain, the stories of my own sexual violations, hard work, frustration, asking for help,  overcoming depression, overcoming self-doubt, pushing myself hard,  sleepless nights,  having a vision.⁣
⁣
and the realisation that:⁣
SKiM Talks is not a trend, it's part of the I AM SKiM lifestyle. ⁣
The power of prayer and visualisation, the power of self-belief and the acknowledgement that I am supported, having the right people around you, I'm creative and expressive in my own way, a little goes far especially when it's full of heart, prayer and determination. My vibe attracts my tribe. ⁣
⁣
Thank you to every last person who turned up to #skimtalks (it was a full house). ⁣
⁣
For my foundation - those that did more than support me. They captured my vision and ensured it was executed, allowing me to focus on what I needed to do to deliver SKiM Talks. There are no words to express my heart because thank you is really not enough. You came and showed up and out for SKiM Talks.  My people, my friends (yes you can work with your friends) my heart...you are my foundation thank you. ⁣
⁣
Next SKiM Talks coming soon ⁣
⁣
@susan_bookbinder 
@fearlessvisionaries⁣
@hoda_m_ali_ 
@Katie de F-M ⁣
@sixtyinthecity 
@tatiana_giraud @blackgirlnomads 
@poetcurious ⁣
@angelaclarke⁣
@cherlenewilson 
@JOJo uz⁣
@Leylahusseinuk
@framus
@layllen ⁣
@Inspiring.decisions
@erykatjohnson
@beyond_the_sky007 ⁣
@fleridasantanajohnas
⁣
It really does take a village and a lot of patience 😜 Thank you! ⁣
Day94 #bestday365⁣
#skimtalks #dialoguesforchange #thetimeisnow #surviving me #nextchapter #ittakescourage #becoming #smile #thevchronicles #iamskim #powertalks #teartheveil believeus#BelieveWomen#BelieveSurvivors #womensreality #timesup #Iamanastywoman #everydaysexism #tothegirls #whyistayed #heforshe #yesallwomen #speakupforwomenandgirls #speakupformen #mentoo #iamwithher #nevertolatetoreport⁣",everydaysexism,"|Yea!!!!🙌👏👏🔥|Love this ♥️ you ladies are on 🔥|😍😍😍😍😍😍|👏👏👏👏👏|🔥🔥🔥🔥|👏🏾👏🏾👏🏾Congratulations on an excellent launch.|Wow congratulations!!!|Awwww well done lady. I was just thinking of you this morning and the event. Really glad it went well!|Congratulations Jay 👏🏻👏🏻👏🏻|Yes, 👸🏽|👏🏽👏🏽❤️🏆🏆🏆🔥🙏🏽🙌🙌",62
1223,1223,Once and for all!!! #notokay #liar #predator #believewomen #womenempowerment #womensrights #womensfashion #enoughisenough #grabber #predatorinchief #carroll #mybodymyrules @milano_alyssa #metoo #notyou #carrol #timesup #whyididntreport #everydaysexism #thisisnotconsent #handsoff #girlslikeus #sexuality #hashtagactivism #pussy #feministtshirt #tshirt #art #standup jannkaramdotcom #handpainted #artistsoninstagram,everydaysexism,|Get ‘em @jannjannkaram,48
1224,1224,No one gets lynched for exfoliating!,everydaysexism,"|2019*|This is dumb. It’s not just cells🤦‍♂️There is a separate DNA different from both parents that contains eye color, hair color, and everything else about that child.|I need to exfoliate,  speaking of which,|Lol|Using that logic killing people shouldn’t be considered murder as humans are just walking cells. Give me a sec I’m gonna go exfoliate the jews|@stevescholl15 exfoliating omg hahaha|Just going to put in some logic, (sorry liberals I know it's hard to comprehend.) If it were your body, you along with a growing child would die during an abortion. It's NOT your body, therefore NOT YOUR CHOICE.|#prolife a dead baby, dead cells that held life .|Your also a bunch of cells, isnt legal to kill you is it? you both feel pain, and you both deserver to live. no difference|This is the best|It was a developing child, not a clump of cells|#prochoice|—-There are now laws that allow abortion in the last trimester, up to birth, and infanticide after birth.  Is this OK with everyone?! A fetus definitely feels pain in the last trimester.  A fetus can definitely be viable outside the womb in the last trimester.|So is it alive or not Samantha you can't pick both|You're stupid if you think a foetus is a clump of cells.|But it literally does make you un-pregnant|Underrated comment!!!!!!|Yessssss lmao|#prolife|Pro choice|🤣|Did you really just compare dead skin to  a living thing that will one day be a human being like you and I|🤡|@mandaax125 get wrekked|The fact that you think this actually proves a point. this shows how ignorant your crowd is, a human life isn’t even comparable to a mere skin cell yet you think exfoliation is the same thing as actively intentionally killing a human being you caused to be dependent on you because of your irresponsibility. This doesn’t even make sense on the surface because any rational human being could identify that we aren’t comparing humans to skin cells just like how one could not compare killing a plant to killing a human.|Actually exfoliating only removes dead skin cells😂😂|When removing dead skin cells equals denying a child the right to life|""Dead cells"" -🤡|Abortion is murder|#SurvivorsPower #Oct12Walk #MeToo #TimesUp #YesAllWomen #WomensReality #Feminist #Feminism #TheFutureIsFemale #RapeCulture #NoMeansNo #NastyWoman #IAmANastyWoman #BelieveSurvivors #IBelieveHer #EverydaySexism #ToTheGirls #WhyIStayed #HeForShe #Fem2 #SayHerName #WomensMarch #StopRape #ERA #ERANow #ProChoice #KeepAbortionLegal #YouKnowMe|Fertility clinics get rid of countless fertilized eggs from people that had a successful implantation all the time. Why nobody cared about them until now? Cuz it’s about controlling women not caring about the actual cells.|😂|Thanks for the tag!!|👏👏🤣|i don’t get it|Wow no type of respect .|Dead skin cells don’t have a possibility of being like you and me|Why don’t we all just mind our own gd business? Asking for a friend. #promindyobusiness 😆😂🤦‍♀️🥴|Awesome. I will use.|These comebacks though😂|👏👏👏👏|I'm sayin|Damn 🤷🏾‍♀️straight fact!!!",4024
1225,1225,I had many healing waters flowing over me the last few years but this waterfall washed away many scars and wounds from my past. If you haven't been to Sedona you must go! It's a truly magical place.,everydaysexism,|#believewomen #metoo #timesup #yesallwomen #believesurvivors #womensreality #nomoore #nevermoore #meat14 #iamanastywomen #imwithher #everydaysexism #toothegirls #whyistayed #heforshe #yesallwomen #effyourbeautystandards #fem2 #speakup #domesticviolence #abuse,3
1226,1226,"If I told you how many holes we had in the walls of each of our many residences I could write a book. Hiding and covering up became exhausting, trying to act as if  Everything was perfect was even more daunting. I grew up in a very religious home where we didn't really deal with our issues we just covered them up as if they didn't exist. But all the while they were festering under the surface. The saying is you attract what you are and many times I blamed myself for being in the abusive relationship I found myself in. However, as I grew stronger I began to take a higher perspective. What if I choose this path, what if I knew I had karma I needed to balance out so that in this lifetime I could learn some of the greatest lessons and ultimately live out my best life. It's easy to play the blame game but after a while it gets old and you wonder is there really a higher purpose for all of this maddness? I can most assuredly say there is and it always involves your personal growth. Inner healing needs to happen for both the Masculine and Feminine energies and I believe that is what is happening at this very moment. Both the Divine Masculine and Feminine are ready to emerge and create a beautiful harmony on this planet. Does that sound crazy or too good to be true? I believe all things are possible, when we look inside ourselves and become self aware. This journey is hard and can be scary to look at the deepest parts of ourselves that we don't want anyone else to see. But the examination is key to our elevation and acsenscion. Take this journey with me check out my campaign and my newest song Believer on YouTube Jeremia Renee links in the description. You are more powerful than you know! *
*
*
*
*
*
*
*
*
*",everydaysexism,|#believewomen #metoo #timesup #yesallwomen #believesurvivors #womensreality #nomoore #nevermoore #meat14 #iamanastywomen #imwithher #everydaysexism #toothegirls #whyistayed #heforshe #yesallwomen #effyourbeautystandards #fem2 #speakup #domesticviolence #abuse,6
1227,1227,"With its power to encourage solidarity and collect shared experiences, social media has become a new frontier for women’s rights activists to organize and allies to join the fight for equality and justice. 
On Social Media Day, check out 12 hashtags that you should know:
#MeToo
#TimesUP
#NiUnaMenos
#HeForShe
#OrangeTheWorld
#BringBackOurGirls
#EverydaySexism
#WomenShould
#YesAllWomen
#WhyIStayed
#IWillGoOut
#GenerationEquality « https://medium.com/@UN_Women/hashtag-womens-rights-12-social-media-movements-you-should-follow-6e31127a673b »",everydaysexism,|🙌,26
1228,1228,#everydaysexism in the media.,everydaysexism,|US tight end Zach Ertz leaves training camp to watch wife US soccer midfielder Julie Ertz|@yungpilgrim,471
1229,1229,"How that work ?

#thefword76 
#feministaf #abortion #abortionban #abortion #yesallwomen #womenhelpingwomen #womenreality #iamanastywoman #everydaysexism #womenrights",everydaysexism,|Sure go ahead and blame us for stuff we couldn’t control,72
1230,1230,"Mala porque me da la gana😹😽💋💋💋
.
@prilaga #everydaysexism #sexinmymouth #sexisteyemdmatsın #prilaga #sexig #sexidress #sexiboy #sexie #sexier #sexiwoman #sexinthecity #sexindo #sexies #sexismo #sexinesss #sexist #sexisart",everydaysexism,"|Súperior😘|😲😲😈😈👿👍💪|👏|Malisima|😱😱😱... sin palabras.. ere bella solo puedo decir eso😘😍|Tu no eres mala cariño, eres super mala ... Bad Girl🔥|Me gustaria saber que tan loca eres baby|Se nota que eres mala pero no pq te da la gano sino pq siempre lo as sido|🔥🔥🔥👏👏👏",129
1231,1231,"March on London 31st Aug!!!
-
-
-
-
-
#EverydaySexism #ToTheGirls #HeForShe #Fem2 #SayHerName #WomensMarch #YouKnowMe #beauty #bodypositivity #bodypositive #thisiswhatbeautifullookslike #democratisebeauty #activist #activist #marchonlondon #beautiful #beauty #volunteer #feminism #feminist #intersectional #solidarity #london #werise #weight #yourstory #goals",everydaysexism,|#freethenipple|Reported for nudity,19
1232,1232,"🗣 PSA: If consent was acquired through coercion, guilt, fear, pleading, manipulation, intoxication, and/or physical force, it was NOT freely given consent.",everydaysexism,"|.
.
.
.
.
.
#intuitiveeating #healthateverysize #haes #antidiet #edrecovery #foodisfuel #NEDA  #nedawareness #anorexiarecovery #bulimiarecovery #orthorexia  #anorexia #anorexic #mentalhealth #depression #anxiety #bodyliberation #bodykindness #bodyacceptance  #allbodiesaregoodbodies #effyourbeautystandards #ptsd #socialjustice #feminism #feminist #believesurvivors #womensreality #everydaysexism|So much truth!|👏👏👏👏🙌🙌🙌|👏|👏👏👏👏🙌🙌🙌|Preach 🙌🏻|❤️|Beautiful quote|⭐️⭐️⭐️|Yesss so important!|Okay hi YES",144
1233,1233,"hi! I wrote a new blog article called “The Prices We Pay Everyday” (messed up and forgot to add everyday on the poster) 
link in bio!

#emotionallabour #intersectionalfeminism #everydaysexism #injustice #fem2 #feminist #feminism #equality #women #womenempowerment #activist",everydaysexism,|Word 🙏🙏,19
1234,1234,🙌,everydaysexism,|Tags: #tothegirls #heforshe #fem2 #everydaysexism #nastywoman #thefutureisfemale #yesallwomen #feminism #feminist #womensmarch #bodypositive #bodypositivity #thisiswhatbeautifullookslike #bodypositivitymovement #activist #activism #beautiful #womensreality #intersectional|It’s impossible to achieve beauty standards. They’re always changing and are so unrealistic|🙌🏼🙌🏼🙌🏼 Louder for those at the back,331
1235,1235,"We were gonna wait til tomorrow but fuck it - we're excited!!
.
.
We caught up with @georginalangfordbiss of @unprettyzine fame to talk sexism in the media, body image & of course TLC ✨🌹✨🌹✨🌹
.
.
Link in bio 😘
.
.
XOXO",everydaysexism,"|.
.
.
.
.
.
.
.
.
.
#zine #unprettyzine #TLC #feminism #timesup #metoo #sexism #selfesteem #tattooing #interviews #everydaysexism #bodyimage #empowerment #90sfashion #00sfashion #goth  #grungefashion #kinderwhoreaesthetic #grungeandart #grungeart|Thank u Cilla Bleak 🖤|🔥🔥🔥|Leg end.",20
1236,1236,".
.
.
.
#woman #womenempowerment #lipstick #sexism #fucksexism #speakup #feminism #fem2 #fem #girlpower #shine #instafeminism #imwithher #everydaysexism #yesallwomen #tothegirls #effyourbeautystandards",everydaysexism,|Very true nice quote. Support u👍👍|Those r some really good hashtags u got there|Woahhh🔥🔥🔥,17
1237,1237,Know you’re proper old when you just want to pull Stormzy’s trackies up #glastonbury #pullemup,everydaysexism,|Laura I’m much older than you and I’d rather pull them further down 😳but then I am a dirty old woman!!|😂|He’s amazing|Youd think he could afford trousers that fit🙄|Haha same here! I am proper old now (BF wasnt impressed with my protests of pull them.up for God sake think of your mother)! X,15
1238,1238,"Thank goodness it is Friday because I need a drink behind studies like this #swipeleft .
.
Why are we still discussing the fitness of women to be in medicine or our ability to perform procedures??
.
.
And what kind of journal would publish such a ridiculous and sexist paper! .
.
So as I wrap up my OR day training residents, you can be assured that this woman knows what she is doing and can take a hard pass on the sexism and ignorance that continues to plague medicine.#tgif .
.
#dobetter #thisiswhatadoctorlookslike #ob #obgyn #gyn #gynecology #surgery #surgeon #respect #respectwomen #blackgirlmagic #women #female #everydaysexism #endsexism #drkameelahsays",everydaysexism,|I’m glad I wasn’t in that IRB. I wouldn’t have approved it for its stupidity. And they probably think they are in favor of women?|This seems like something in the Onion.  Wtf.|Unbelievable! How is this acceptable?! 🤮|🙌🏿🙌🏿🙌🏿🙌🏿 Keep going|Who even funds a study like this?  Better yet who proposes a study like this needed??|What was the scientific rationale?|Wow. What year are we in?! And the audacity of a journal to accept this|Lol! I need a drink with this one too. #ilooklikeasurgeon|What?!! Is this a joke?|Thank you.|😱😱😱😱😱|Hate to see it|Nice|This makes me need a drink too 😅,149
1239,1239,"Well done to @dadultlife who has written a great piece here and challenged @shopmatalan to think differently. Oh and there’s a comment from us too! 💥 http://dadultlife.com/notice-anything-that-stands-out-with-this-fancy-dress-display-in-matalan/ 💥

#notjustaprincess #smashingstereotypes #genderequality #genderneutralclothing #dadultlife #mummaandpositivity #friday #fridayfeels #planet5050 #matalan #fancydress #princess #superhero #superheroes #everydaysexism #kidsclothes #babyclothes #stereotypes",everydaysexism,|Thanks for the share as well as contributing! ✊,31
1240,1240,"¿ B O Y OR G I R L? (2)
[Français👇] MANEA 
A name we chose before our baby birth and we discover his sex. Having a girl or a boy wasn’t important to us. And, as his dad said all along the pregnancy, knowing his sex is as interesting as knowing his eye color ... or less!
.
We chose the name Manea because it meets three criteria:
1️⃣ easily pronounceable in the three languages in which our family lives: French, Spanish and English;
2️⃣ without any special character that makes encoding complicated (cedilla ...);
And 3️⃣ we wanted an epicene name: that is written in the same way whatever it is given to a boy or a girl.
.
From the beginning, we wanted to give a special attention to the development of our child by protecting him/her from gender stereotypes, sexism and toxic masculinism.
.
The world in which we live still has a lot of work concerning gender equality ... In all our travels, we have never seen a culture where we could say ""it's good, here it's done ! "".
.
We do not know in which world Manea will evolve when he will be older ... but we dream that some fights of today will be obvious tomorrow.
•
•
•
🇫🇷 MANEA 
Un prénom que nous avons choisi avant que notre bébé ne naisse et que l’on découvre son sexe. Avoir une fille ou un garçon n’était as important pour nous. Et, comme le répétait son papa tout le long de la grossesse, connaître son sexe est aussi intéressant que de connaître sa couleur des yeux... voire moins !
.
Nous avons choisi le prénom Manea car il répond à trois critères : 
1️⃣ facilement prononçable dans les trois langues dans lesquelles notre famille baigne : français, espagnol et anglais ;
2️⃣ sans caractère spécial qui rend l’encodage compliqué (accent, cédille...) ;
Et 3️⃣ nous voulions un prénom épicène : qui s’écrit de la même façon qu’il soit donné à un garçon ou à une fille.
.
Dès le départ, nous avons eu envie d’apporter une attention toute particulière au développement de notre enfant en le protégeant des stéréotypes de genre, du sexisme et du masculinisme toxique. .
Le monde dans lequel nous vivons a encore beaucoup de travail concernant l’égalité des genres... En tout cas nous n’avons encore jamais (SUITE EN COMMENTAIRE 👇)",everydaysexism,"|... En tout cas nous n’avons encore jamais vu de culture où l’on pouvait se dire « c’est bon, ici c’est acquis ! ». .
Nous ne savons pas dans quel monde Manea évoluera quand il sera plus grand... mais nous rêvons que certains combats d’aujourd’hui soient des évidences de demain.|#sexismeordinaire
#sterotypedegenre
#everydaysexism
#genderroles
#genderlesschild
#genderneutralbaby
#famillenomade
#voyageenfamille
#bebevoyage
#travelfamily
#travelbaby
#littletraveler
#conciousparenting 
#respectfullparenting 
#parentalitebienveillante
#babywearing 
#portagebebe
#explorecanada|Je trouve géniale cette réflexion sur le genre du prénom. Pour nous ce n'est pas du tout entré en ligne de comte. Par contre nous avons réfléchi à la signification, à un lien avec notre propre histoire. à la prononciation et à l'écriture. Sauf que nous avons omis de réfléchir à la lecture en français. Du coup ça ne se lit pas selon les règles classiques... (Nine est une abréviation).|Tellement mignon ensemble 😍",60
1241,1241,Never dismiss the role you are playing. 🙌🏾 🙏 💣,everydaysexism,|#birdandstone #ethicalfashion #thatsdarling #sustainablefashion #giftsthatgiveback #liveconsciously #pursuepretty #aquietstyle #theartofslowliving #believewomen #believesurvivors #whyididntreport #womensreality #timesup #nomore #nevermore #MeAt14 #MeToo #Iamanastywoman #nastywoman #everydaysexism #tothegirls #heforshe #yesallwomen #fem2 #effyourbeautystandards|Truth|💜|One of my favorites!!!|🙌|Loving ur insta!! Amazing👏|So so true 💜|Love this... live  this 💜,375
1242,1242,Happy Friday! 💗,everydaysexism,|#instawomen #instawoman #instafeminism #instagood #instadaily #instamovement #instapeople #instalove #wave #movement #women #woman #people #video #time #metoo #equality #womenempowerment #empowerment #follow #womensrights #humanrights #strongwomen #girl #feminism #feminismo #girlpower #everydaysexism #fem2 #imwithher,35
1243,1243,"Who is Marianne Williamson?  A Dossier Roast ⁣⁣
⁣⁣
⁣👓 Reality Adjustments by @TheTiltedGlass⁣
⁣👓⁣
⁣👓 #sorrynotsorry⁣
⁣👓 thetiltedglass.com ⁣
⁣👓 #MarianneWilliamson⁣
⁣👓 #debates⁣
⁣👓 #debates2⁣
⁣👓 #demdebates⁣
⁣👓 #witches⁣
⁣👓 #feminism⁣
⁣👓 #EverydaySexism⁣
⁣👓 #WomensReality⁣
⁣👓 #YesAllWomen⁣⁣⁣
⁣👓 #TiltedDossier ⁣
⁣👓 #truthhurts⁣
⁣👓 #roast⁣
⁣👓 #savage⁣
⁣👓 #dossier⁣
⁣👓 #truth⁣
⁣👓 #truthbomb⁣
⁣👓 #roastme⁣
⁣👓 #roasted⁣
⁣👓 #sundayroast",everydaysexism,|Check out my account for recaps of both debate nights!|#missspelledmemes #memeerrors|🦆,52
1244,1244,We must remember!,everydaysexism,|#SurvivorsPower #Oct12Walk #MeToo #TimesUp #YesAllWomen #WomensReality #Feminist #Feminism #TheFutureIsFemale #RapeCulture #NoMeansNo #NastyWoman #IAmANastyWoman #BelieveSurvivors #IBelieveHer #EverydaySexism #ToTheGirls #WhyIStayed #HeForShe #Fem2 #SayHerName #WomensMarch #StopRape #ERA #ERANow #ProChoice #KeepAbortionLegal #YouKnowMe,71
1245,1245,Justice for Marshae Jones,everydaysexism,"|.
.
.
.
.
#intersectionalfeminism #womensmarchpdx #portland #pdx #feministpdx #empower #feminist #feminism #whyimarchpdx #advocate #standup #speakout #believewomen #believesurvivors #womensreality #timesup #everydaysexism #blacklivesmatter #humanrights #womensrights #genderequality #beradical #changetheworld #girlpower #sisterhood #womenempowerment #femalepower #heforshe #notmypresident|What if she was fighting w/ the baby daddy, and the Fetus died. Manslaughter -or- battery/assault !?!?|Seriously, #fucktrump|Okay but why is this pregnant woman going and starting fights.......it sort of IS her fault this happened.....|What can we do to help? Is there a go fund me yet?|If she started a fight, that resulted in the death of her unborn child, isnt that punishment enough? She has to live with the what ifs, and guilt the rest of her life.... But she didn't shoot her baby, she didnt remove her baby, throw herself down some stairs....... Its just sad...|What is happening???",59
1246,1246,"Episode 1 of the ‘Born Equal’ podcast is live! We are privileged to interview Retired Met detective superintendent Jane Scotchbrook, who specialised in the investigation of sexual offences. Jane reveals some need to know facts for parents about sexting and it’s prevalence. As the school year comes to a close, many will have children making the transition to secondary school which is where sexting can become the thing to engage with. Myself, @emma_gardner_elvis and @thestlouisreviews are proud to create a space to discuss everyday equality and being the change we wish to see in the world. Link in bio. 👆🏼👆🏼👆🏼Join the conversation and tell us your views. Series 1 was produced by @kheamahp Who worked diligently in the background as a volunteer intern as part of her final year film degree experience. And @fik_riaa a volunteer second year graphic design student, who helped create the Born Equal logo, we love it. ❤️ .
.
Future Fe+Male is made up of a group of humans volunteering their time to change the conversation, raising awareness of everyday habitual sexism and the impact it has on daily life for all humans. .
.
.
.
#podcast #bornequalpodcast #podcastlife #sexualoffences 
#wearefuturefemale #timesup #metoo  #feminism  #womensupportingwomen  #futurefemale #womenempowerment #womensaid #Iamfuturefemale  #equality  #everydaysexism #mensupportingwomen #womensupportingmen  #everydayequality #genderneutral #raisingboys #raisinggirls #equalityforeveryone #pressforprogress #habitualsexism #socialchange #reframethinking
#FutureFe+Male #bethechange #sexism #inequality",everydaysexism,|👏👏👏👏👏😘😘,28
