SeqNO,text,hashtags,comments,likes
10,"We're so excited to share with you the experiences of our first #BeThereBeYourself champion, Jet Cameron. Our new campaign, The Big Monster Mashup, confronts gender stereotyping around fatherhood. Jet's daughter has drawn her as a superhero monster, flying across town day or night to help. We're sharing the message to father-figures across Scotland, to “Be there, be yourself”, to encourage them to celebrate their diversity, to feel supported when discussing their emotions, to feel empowered to embrace a care-giving role, and to find joy in the small stuff. Read Jet's story at the link in our bio.",genderstereotype,|#Father #Dad #Fathers #Dads #Mums #Mothers #Uncles #Brothers #Grandads #Grandfather #MumLife #DadLife #Parenting #Parenthood #FatherFigure #Gender #GenderStereotype #GenderStereotypes #Lesbian #Gay #LGBTQIA #LGBT #Relationships #Fatherhood #Diversity #Family #Joy #Happiness,11
11,"#ShutUpAndStopStereotyping Making money or doing the dishes are both responsibilities of an adult. Word of the day: team work
Have you experienced gender stereotypes around you? If so, what are they?
- This artwork is a part of the #ShutUpAndStopStereotyping 2019 calendar 😊-
.
.
.
.
.
.
.
#1530 #pranitasdrawingaday #illusrationartist #thegridlife #illustree #illustrationdaily #comic #stereotyping #genderstereotype #gender #genderroles #genderequality #equality #genderactivist",genderstereotype,"|So beautifully done! 💟|So well illustrated 😍 Utilizing Insta's multiple image feature in such a cool way 👍|I have yet to meet a man who'd actually provide the way men always say they are... Instead, fuckboys running around like ""I paid like 9 euros for your beers so now you owe me a blowjob!""... Men just want fuckable doll maids they have to do nothing for|Eagerly waiting for 2020 calendar! ❤️❤️❤️❤️😍😍",863
12,"Little preview of a teeny part of my new LGBTQ+ board! 🏳️‍🌈 Thanks @ecostardust for this AMAZING rainbow biodegradable glitter! 😍 Inspired by @dyl_bows
.
.
.
.
.
#LGBTHistory #LGBTAwareness #LGBTQ #LGBTQ+ #LGBT #LGBTPlus #LGBTSexEd #LGBTSexEducation #LGBTQSexEd #LGBTQSexEducation #SchoolsOutUk #SchoolsOut #Equality #Diversity #StonewallCymru #StonewallSchoolChampion #SchoolChampion #LGBTSchoolChampion #Inclusive #GenderEquality #GenderStereotype #GenderAssignedRoles",genderstereotype,|I love it! x,17
13,"On Tuesday I'll be creating a new LGBTQ+ display board in school. So I wanted to ask current and past pupils: what type of info would you like to see on it? Even if you're not a pupil of mine, what kind of info would be most useful. Do I dare put up: ""Some people are gay, get used to it!""???
.
.
.
#LGBTHistory #LGBTAwareness #LGBTQ #LGBTQ+ #LGBT #LGBTPlus #LGBTSexEd #LGBTSexEducation #LGBTQSexEd #LGBTQSexEducation #SchoolsOutUk #SchoolsOut #Equality #Diversity #StonewallCymru #StonewallSchoolChampion #SchoolChampion #LGBTSchoolChampion #Inclusive #GenderEquality #GenderStereotype #GenderAssignedRoles",genderstereotype,"|Yes you should|This is an amazing idea, it would be awesome to spread the message that being gay is okay! x|A bit rhyme-y but... “LGBTQ? Our/this school is a safe place for you!”|Maybe a list of testing centers, help lines, resources ppl can go to i order to further their knowledge on LGBTQ+ rights and history|yes!! this is so awesome <3",32
14,My son noticed it. Newgen are more aware and awake than us. #genderstereotype,genderstereotype,"|Ugh, now they’ve started doing this to magazines too? Most of the magazines I’m interested in would be classified as men’s magazines then. 🤷🏻‍♀️",11
15,"Anna Woolhouse recently came under fire from Internet trolls, about her building a more muscly physique. The abuse largely alluded to the associated connotations with masculinity. People need to understand that there is no one size fits all “Ideal body type” & everyone should be free to express themselves/build their bodies, in ways which they feel happy and confident in. The associated connotations of masculinity and femininity place people into boxes, leaving little scope for manoeuvre. Everyone should be free to break away from stereotypical gender roles they do not feel comfortable in. Respect to Anna for speaking out 👏 
#AnthonyJoshua #LGBT #TysonFury #DeontayWilder #joshuaruiz #ruizjoshua2 #FemaleEmpowerment #girlswholift #womenwholift #femalebodybuilding #femalefitness #femalebodybuilder #FemaleFitness #womeninbusiness #Femininity #GenderStereotype #genderstereotypes #annawoolhouse #SkySportsNews #WomensRights #WomenEmpowerment #GenderEquality #Masculinity #FitnessQuotes #GymQuotes #GymMotivation #michellejoyphelps",genderstereotype,"|Can we hook you up with some swimwear to model? DM @frombondi if you want to get there swimwear as an ambassador!🍒|I’m sure women who lift weights couldn’t give a toss if there perceived as feminine or not, they probs just doing such because they enjoy doing so.|Women are beautiful in all shapes and sizes. I find beauty in any type of woman so I’m not trying to hear those trolls. In fact I might head over there right now and see what’s up 🥊👀",57
16,"Women have long been kept on a pedestal...
We were raised with a constant reminder of needing a husband one day, even before we understood the complexities of relationships...
We have been constantly asked to raise out self worth for others image and status, but we are ridiculed if we prioritize our own self esteem...
We are called selfish for wanting a career over marriage, yet called useless when we choose to be homemakers...
We are either trying too hard to look good and attract men, or we are not worthy enough for men when we choose self love and body positivity...
We are tagged wannabes if we archive our own glory, while those who want a man to make their dream come true are tagged gold diggers...
It is high time we climb down from this unfair pedestal, pick a ladder for ourselves and climb up to our own destinations...
Let the madness crumble behind you as you walk away from things that hold you back...
You are capable of Creation of all kinds and you must never confine your magical powers just because the World isn't ready for Your BRILLIANCE...
Have A Wonderful Week Ahead My Dear Fit Fam !!!
#mondaymotivation #womenpower #girlpower #genderbias #genderstereotype #breakthestereotype #beyourownhero #bosslady #bossmodeon #success #happiness",genderstereotype,"|Best photographer 👏..|Awesome personality.... ❤️|Love it 💯|Cute|#bossladyswag|Swag 🤘🏼|Woooooow so awesome beautiful.....I can't see like perfect beautiful girl👌|Top entry ❤️❤️❤️❤️❤️|Stylish monica|Heeeeee looking soooooooooooooooooooo beautiful dear 😍😍😍🤗🤗🤗😘😘😘😘👌👌👌❤️❤️❤️|😎😎😎😎😎😎|Cool|Nice pik|God bless you ❤️|👌👌👌|Lol I don't see what's wrong in wanting to attract the other gender, that's hard coded in both men and women, both parties get critisize for everything they do, the point is to ignore it and go ahead, because there will always be those who talk.|Stunning👌🔥|❤️|Lets make women feel safe and secure... U r georgeous... 👌❤️😘😎|Nice|👌👌👌|wow yr really perfect|🌹🌹🌹👌👌|Gorgeous❤️❤️❤️❤️ Touchwood|Mast|Nice dear|Nyc look boss monika.. Black beauty queen in delhi|Oh my god you are looking so hote|Sahuuuu😍😍😍girl u r raising the temperature now...❤️i won't b shocked if modelling is your the next step now...😘|कातिलाना😉😊👍|Beautiful warrior!!! This pose remind me song.. #whoruntheworldgirls..... @beyonce 😉🙈🙈|so nice|You are looking so pretty|Like a Queen 👍|😘😘🔥👌👌|❤️❤️|Kdkkkk|🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥👌👌👌👌👌👌💪💪💪💪💪💪💪💪💪💪❤️|🔥🔥🔥|Stylish and gorgeous|Yayyy...I wish that day comes soon..😘|Wooowwwwww outstanding smart looking|Nice|😍😍😍|👌|😍 so sweet|Wow|So beautiful|Looking dhasing|🔥🔥❤️👌|So confident and classic|Love this! You look stunning 😍|nice😂😂😂😂😂|line😂😂😂😂😮|Wow|🔥|Don|Stunning ❤️|I just love your confidence in this picture💞|😍😍😍😍😍😍😍😍😍😍😍|😍😍😍|Looking so beautiful Monica|Classy🔥🔥|👌|wow beautiful 😍😍|Most elegant|Oh My My!! You look like a warrior queen! Soooo gorgeous 😍|Wow 👌👌👌👌|👌😍🔥😎|Beautiful💓💓💪💪💪😃😃|Wow|Gorgeous|Beautiful|Swag|Beauty queen 👑 💘|❤️❤️❤️|Strong|What a click, you looking so gorgeous and confident  where did you buy this dress from?|👌👌|gorgeous|nice pic|monica|👌👌|nice look|🎉|Beautiful pic|Superb girl🔥😘|Boss Lady❤️|👌👌👌|So nice|Stunning😍 gorgeous., speechless 🤐..keep rocking ma'am.. Best pic with bestest ever caption 🔥😍",1586
17,"We told Emilia that she could choose anything she wanted from the gift shop with her pocket money, she chose a pink inflatable Barbie boat ... That will teach us to never give her full rein again, possibly the worst thing she could have chosen other than the inflatable poo emoji 💩 but she is happy so who am I to judge her and her tacky pink boat?! 💁🏼‍♀️",genderstereotype,|#pink #barbie #inflatableboat #boatparty #pool #holiday #swimming #pool #ibiza #holidayfun #summerholiday #swimmingpool #pooltoys #souvenir #holidayshop #tacky #kidswillbekids #letthekids #genderstereotype #childhoodmemories #instababy #childhoodthroughtheireyes #instamum|It looks so quiet|😂 Love it go Mimi!!! 🙌🏻|Living her best. Damn. Life.|😂😂|Go Emilia 💖 x|🤣🤣🤣🤣🤣|OMG I love this. She looks so happy. 😂,90
18,"Yesterday we took a trip to Asda living.  When there,as with any place that has a baby section, I had a browse and AJ said we can get one thing (he knows I'd go a bit mad otherwise ha, and we are mainly holding out until after our reveal) I saw this 3 pack and instantly found it adorable and it made me giggle. I bought it, somewhat on impulse, and that was that
.
When I got into the car and showed AJ, he read it and went ""well, I don't need a baby grow to tell me I've got this"" and all of a sudden, I realised what I'd bought in my moment of impulse
.
Me, mummy, gets cuddles and kisses. AJ, daddy, gets reassurance of ""Don't worry Daddy, you've totally got this (Mummy said so)"" and I instantly felt uncomfortable
. 
Why wouldn't he have ""got"" this? He hasn't got it any less than I have. So why do I get cute things, and he gets a babygrow that already puts down and questions his capabilities before baby is even here; Why?! Because he's Dad? Because he's a man? .
.
I am one who is so, so for equality in all aspects and it's something I plan to instill in our little one as they grow, but by putting them in this baby grow, I feel like I'll be doing the opposite from the very day they get here
.
Yes, these onesies are very bloody cute, but what it implies is so much more than that. I'm shocked I got swept away in the cuteness of it; I know there's many who may not agree and I'm more than open to different ideas and a discussion about it 💕 We all have different views and every one is valid, which I love and is what it's all about.
.
AJ, and any Daddy out there, you've got this. Not because Mummy said so, but because you are Daddy, and that alone means you will rock it 💪🏻
.
.
#asda #asdaliving #genderneutral #stereotypes #genderstereotype #equality #babyclothes #babyonesie #infertility #ivf",genderstereotype,"|I think it’s written with a positive intention, I think you’ve misinterpreted it? I think a lot of men doubt themselves/worry, as we mums do, but probably more so because we are pregnant and are prepared gradually if that makes sense. We’re a mum from that positive test, men have a bit longer as their lives don’t “really change” until the baby is here. I’ve read it as a positive, you’ve got this “mummy said so”. It tells me you’re a team and your wife/partner backs you. (I’ve probably explained this naff, but hopefully you will see the angle I’m coming from) xx|I find this a lot with children’s clothing! I also hate the clothing that insists boys are ‘trouble’ and girls are princesses! 🤦🏼‍♀️ xxx|I have also bought this set from Asda. And as much as I agree with everything you have said above, and I think it's fantastic that AJ is confident and ready to take on your growing bundle of joy. For me I bought it for a different reason. My OH struggled incredibly with confidence when our son was born 2 years ago, he felt that he was too rough with handling, or wasn't sure what was the correct way to bathe our son, was he changing his nappy correctly etc etc. So for us this little body suit is a reminder that no matter what he CAN and IS the best dad to our children. And that little bit of morale support is just what he needs to boost himself.|It also doesn’t say “because”, I think it’s just positive reinforcement x|I hate the way men are made to feel like this. It’s immediately what I saw when I read it, such different messages, why not the same message for dad too? My husband is virtually ignored in all the pregnancy appointments etc. When we were at the park the other day he pointed out a dad playing with his baby and the women being gushy about it - you don’t get that with a mum playing with her baby. But baby clothes are already so gendered that it’s not a surprise that the messages go along with that too. I’m sure you’re both going to ace it xx|Been shopping at asda for years and this is the first time seeing it, I have boys and loads of there tops say about daddy being awesome and being there hero, this isnt a normal, also most first time dad's are shit scared not even kidding but husband became someone I didn't recognise, he was so excited but so worried he wouldn't be good enough, wouldn't have that bond, you two have had to try even harder for a family so you both appreciate everything so much more, this top would have be great for my husband, he needing reminding that he will be great and two down still needs to hear his a good dad|I was going to get this. Purely because my husband has said he wouldn't know how to hold a baby. Whereas I would, as I work in a day nursery. However, my concern would be a new mom or dad who are struggling but not confident to speak out, especially because as women we are suppose to have the maternal sense - which is not always reality.|How true! 🤯 I actually never thought about this until your post just now. Thank goodness I haven’t bought anything along these lines for baby. I hope not anyway! X|I totally agree! My Husband was a pro already before our first arrived because all his siblings were 9 years, 13 years & 17 years younger than him plus all of his cousins had started having their kids so he had been changing nappies & babysitting long before me, because all but 1 of my siblings are close in age to me so I wasn't around babies much. And to be fair the one time I changed my baby sisters nappy I put it on backwards 😂 When our firstborn arrived my Husband was my rock because he just knew what to do, so I followed his lead ❤️|Totally with you on this, we hate these too|I am 100% in agreement with you on this! Why do these messages have to put dads down and presume mums are awesome from the start? Honestly I’m currently sat here at 41 weeks + 2 days going to be induced Thursday if the baby doesn’t show up on it’s own by then and I’m a mess! My husband literally has this, he’s calm he’s confident he’s excited and I’m terrified. Not even about the labour about how I’m going to look after this baby once it’s here. I specifically haven’t found out what gender my child is to avoid people gender stereotyping before it is even born.|do you know sex yet ? x|Oh my I love this post! We are so deeply ingrained with the stereotype that women are deeply maternal, instinctive creatures and men are bumbling fools. we don’t always see pieces like this for what they are- a reinforcement of that stereotype. These vests don’t specifically cause harm but that stereotype DOES. It puts down men’s very real capabilities, with the potential to cause a self fulfilling prophecy so to speak. And what of the mum who isn’t naturally maternal? That’s okay too. She’s no less a mother. The inequality is sadly still very real. My husband takes the kids shopping he’s branded a brave hero whereas just yesterday I was asked if I was in my right mind to do the same. These attitudes aren’t harmless.  Mums aren’t instantly given a handbook and know what to do and dads don’t automatically find child care a challenge. Definately about time we challenged these attitudes!",193
19,"""Kiss your friends' faces more. Destroy the belief that intimacy must be reserved for monogamous relationships"" 👨‍❤️‍💋‍👨 (@lora__mathis mathis) 💋Nikki here! ⁠Male friendships are often portrayed in stereotypical and intolerant ways. ""Lad culture"" and ""bromance"" both undermine and minimise the ways that men interact with other men. Lad culture rewards toxic masculinity and discourages men from talking about their feelings. Close male friendships are often labelled as bromances, with the assumption that hugging or being intimate with a man is ""gay"". Gender stereotypes hurt everyone. Male friendship should be celebrated! Space needs to be created for men to express their closeness, trust and intimacy with each other, however feels comfortable.👬 We all deserve friendship and we all deserve to express our gender identity freely!⁠
⁠.⁠
⁠.⁠
⁠.⁠
📷: @pansymag ⁠
.⁠
.⁠
.⁠
.⁠
.⁠
.⁠
.⁠
.⁠
#mencrytoo #mensmentalhealth #boyscrytoo #boysdocry #boyscancry #mendocry #mencancry #genderstereotype #genderisaspectrum #genderspectrum #nonbinary #genderbender #lads #boyswearpink #ladculture #sexpositive #sexualhealth #sexeducation #bropo #malebodypositivity #malepositivity #malefriendship #nationalfriendshipday #friendsforlive #loveyourfriends #friendlove #platoniclove #platonic #loramathis #sh24",genderstereotype,|Hi!! This is actually my account /)|Thanks Lora! Have edited the tag 💕,49
20,"We’ve all been there. Gender stereotypes are so common. Mention in the comments below what’s the weirdest gender stereotype you’ve ever come across?
-
#myth #mythbuster #debunked #stereotype #genderstereotype #misconception #dkpareek #dkp2019 #deepakpareek",genderstereotype,"|We get it here all the time! 😂|Boys can’t take up Arts, how will they earn a decent living otherwise.|To give lion's share of food to the male members|Girls cannot be good in Mathematics, Girls cannot be great lawyers.|Don't cry like a girl!|Humanities is for girls.|Boys like blue. Girls like pink. 😅|Man our dp's look similar|Long hair are for woman.",212
21,"Strike a pose! 💃
Die Bildmotive und Körperhaltungen der Models in den Bildern kommen euch bekannt vor? 🧐
Klar, denn es sind die typischen Instagram-Influencer-Bildposen, die von jungen Mädchen in den eigenen Posts übernommen werden 🤖
Zu den typischen Posen gehört das beiläufige Durchstreichen der Haare, die leicht überkreuzten Beine oder der verträumte Blick über die Schulter. Das typische Travel-Blogger-Motiv? Das Model in Rückenaufnahme, mit Blick auf die atemberaubende Landschaft 🏝🏔
Im Rahmen einer Studie der @malisa_stiftung wurden zahlreiche Posts von verschiedenen Influencerinnen im Hinblick auf die Selbstdarstellung und Inszenierung untersucht. Was, außer diesen typischen Posen noch herausgefunden wurde und mehr, erzähle ich euch morgen in der Story! 👗👔👨‍👩‍👧‍👦 📸 @unsplash",genderstereotype,|#influencer #malisastiftung #malisastudie #genderstereotype #jugendmedien #popkultur #medienbildung #medienkompetenz #digitalebildung #inhalteverstehen #instalehrerzimmer #,18
22,"Playing with dolls or stuffed animals does not make them a Girl!
.
My son loves to play with dolls and stuffed toys as much as he loves to play with cars and blocks. He is as fond of talking about fairies and magic as creating his own imaginary stories around spaceships, aliens and super heros.. and there is so much more!
.
When children play with dolls, they learn to care for others and display emotions through pretend play! If you look closely, there is a lot a child is learning through all kinds of play!
.
So, let us stop stereotyping what a boy can do or not do and just let them be!
.
.
.
.
.
#parenting #positiveparenting #naturalparenting #mindfulparenting #consciousparenting #mindfulmama #parentingmatters #breakinggenderroles #breakinggenderstereotypes #breakinggendernorms #toddlers #kids #children #breakinggenderrules #breakgenderroles #breakgenderstereotypes #genderstereotypes #genderstereotype #genderstereotypessuck #stopgenderstereotypes #dollsareforboystoo #genderneutralparenting #raisingkindkids #raisingthemright #raisethemkind #teachingcompassion #raisingfuturedads #dollsforboystoo #PTUTP #sahajdreams",genderstereotype,|Ha ha ha,15
23,"☀️PINK - ‘The universal colour of love of oneself and of others’ - YES to this ✅

PINK - ‘The official colour for little girls, representing sugar and spice and all things nice’ - NO to this ❌

All colours are for all children! #smallbusinessgal #mumssupportingmums #smallbusinessstartup #kidsorganictshirt #gendernorms #genderneutral #genderstereotype #pinkisforeveryone #theoneforallkidsco #oneforallallforsmall",genderstereotype,|Yes to this!!!! X|We think you'd like our shop! Come say hi : ),20
24,It’s unbelievable how many behaviours and beliefs I had to unlearn cause I decided to consciously reject societal stereotypes about myself and others. It was hard! and I still find myself unconsciously processing these beliefs and letting it deep through into my actions. But I will continue to wholeheartedly reject and address these stereotypes and beliefs that affect are unconscious bias. 💜,genderstereotype,"|#unconsciousbias #gender #genderstereotype #womenintech #womeninengineering #womeninstem #womenempowerment #hr #business #organisations #unconsciousbiasmasterclass #diversitytraining #diversityandinclusion #women #girlboss #womeninleadership #businesspsychology #stereotypes #feminism #intersectionality #antisexism #stereotypes #womenempowerment #diversity #implicitbias|🙌🏾🙌🏿🙌🏻🙌🏾🙌🏽|🙌🏾 100% I feel you on this! Adulting requires that we  check ourselves but it's also important to recognise that we will make mistakes. The goal should always be to strive for improvement, not necessarily perfection 💛|:-)",36
25,"😥
.
#genderstereotypes #genderstereotypessuck #genderstereotype",genderstereotype,|😡|Gross! Why???? 😢😢😢|Ugh. Why do we feel the need to tell girls they can’t like pirates and dinosaurs?|lol @ the cute little convertible bug VS the wild and adventurous single propeller airplane 🙄,8
26,"Pride Month ended☹️🏳️‍🌈
•
•
•
•
•
•
•
#trans #ftm #mtf #transteens #sneetsnart #gay #lesbian #bisexual #genderqueer #genderstereotypes #gender #genderstereotype #pansexual #abrosexual #queermemes #queer #pride #lgbt #lgbtq #lgbtq🌈 #🏳️‍🌈",genderstereotype,|👍👍👍👍👍😍😍!!!,11
27,"Meat is masculine. How food advertising perpetuates harmful gender stereotypes.

Caption of photo: 'It's always a bloke seen attacking a huge burger in the adverts, isn't it? 📷 Odua Images via Shutterstock
.
.
.
In this brilliantly written and well researched article by Kate Stewart and Matthew Cole (link in comments) they share how the recent ban in the UK on advertisments featuring negative gender stereotypes is a great first step however does not take into account stereotypes in animal product advertising and the link between gender and animal products.
.
.
.
The article references subtle messages as to how ads show that 'girls aspire to prepare and serve cooked animals (a roast in this case) and sons aspire to share the adult male pleasure of consuming those animals (a ""juicy steak"").
.
.
I have seen this concept repeated in children's clothing designs. As a general rule, boy's shirts feature 'manly' images of burgers, fries, pizza and hot dogs. I would be surprised to ever find a girl's shirt featuring a big juicy burger and fries or a meaty pizza! The implication being that it is 'manly' to chow down into a big piece of steak or burger. .
.
Let me know your thoughts on the article and gender stereotypes in food advertising!",genderstereotype,|https://phys.org/news/2019-06-meat-masculine-food-advertising-perpetuates.html|#steak #paleo #genderstereotype #katestewart #matthewcole #theconversation #burger #genderequality #stereotypes|Thank you for a great content,16
28,"👡 Deadly Girly 💅
◽
""Suicide Girls"", 2018-2019
◽
""Suicide Girls"" apprehend gender stereotypes and the difficulty of escaping from them: whether we conform to it or turn away from it, they are always a reference. These strings make alsp tangible the sometimes mortal oppression that is exerted on women and those who enjoy a sexuality judged as deviant and perverse.
◽
#rope #strass #girly #suicidegirl #suicidegirls #slipknot #stereotypes #suicide #gothinpink #genderstereotype #girlpower #pinkart #pink #pinkartist #gay #gayart #gayartist #queer #queerart #queerartist #frenchartist #artinparis #contemporaryart #dailyart",genderstereotype,"|I love your feed. Message us!|This is, as the kids say, ON POINT 💀🙇🔥|🤘 🤘 🤘",77
29,"After a hiatus, our #hearts burst with joy seeing our beautiful #community again! Some old and new faces gathered around as Sarah Sayyed told the story of how she managed to not only soldier on through in the toughest of trials, but how she also managed to break a #SocialNorm and demolish a #GenderStereotype. #Unspoken #KYPWomen #ChangeInTheMaking #Kypcommunity #KnowYourPlace",genderstereotype,|@amirakob|I love Karp n tree😁,71
30,"After a hiatus, our #hearts burst with joy seeing our beautiful #community again! Some old and new faces gathered around as Sarah Sayyed told the story of how she managed to not only soldier on through in the toughest of trials, but how she also managed to break a #SocialNorm and demolish a #GenderStereotype.
For the full video, hit the link in our bio! 
#Unspoken #KYPWomen #ChangeInTheMaking #Kypcommunity #KnowYourPlace",genderstereotype,|@sarah286,42
