SeqNo,text,hashtags,comments,likes
170,"COLLABORATIVE BUSINESS WRITING
Learn more @ www.corptip.com

INTRODUCTION: Writing and communication skills have degraded with more and more people communicating through email and instant messaging. Developing writing skills is still important in the business world as is creating proper documents (such as proposals, reports, and agendas) giving you that extra edge in the workplace.

The Collaborative Business Writing workshop will give your participants the knowledge and skills to collaborate with others and create that important document. Your participants will touch on the types of collaboration, and ways to improve them through certain tools and processes. These basic skills will provide your participants with that extra benefit in the business world that a lot of people are losing.

OBJECTIVES:
• Define collaborative business writing • Know different types of collaborative writing • Know how to collaborate with team members • Learn methods of handling conflict in writing • Build collaborative writing teams

Follow us @corptip #corptipdotcom #angerManagement #emotionalintellingence. #jobSearchSkills #entrepreneurship #Internetmarketing #proposalwriting #softskills #timemanagement #personalbranding #workplaceharassment",workplaceharassment,|This is a good picture but I don’t know if it is because of good lighting or place… maybe composition 😉👍|This is a good picture but I don’t know if it is because of good lighting or place… maybe composition 😉👍,20
171,More of this ✨,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|Oooohhh I love this!!!,56
172,Friday facts ✨,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|Facts! Facts!,60
173,"You will never know exactly why this situation has occurred and, if you ask the bully, they probably won’t be able to give you an answer either.
˙
All this thinking and crystal ball gazing will only keep you awake and give you more unanswered questions, reducing your sense of security—your sense that the world is predictable",workplaceharassment,"|#antibullying #bullying #harassment #workplacebullying #stopbullying #metoo #timesup #speakup #justbekind
#sexualharassment #bully #harass #workplaceharassment
#bullying #stopbullying #bully #depre|Pretty profound!",45
174,"Lemme get this floor off the floor ✨

#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination",workplaceharassment,"|🤣🤣🤣🤣|😂😂😂😂😂😂|I am a retail merchandiser, so I'm in multiple stores and over the past 8 years, I have seen this often and I'm not even on the stores payroll! 😂 I'm so glad I get to leave when I'm done cause these managers are too much 😂",45
175,"During litigation, companies and their lawyers will go through your social media accounts, text and emails with other employees and employment file from your current employer. It can get ugly, quick. ☎️213-236-3677
📧 info@davidjleelaw.com
#sexualharassment #workplaceharassment #wrongfultermination #lawsuitsandmore @david_lee_law",workplaceharassment,"|#abogados
#calawyer
#employementlawyer
#bayarea
#southerncalifornia
#sandiego
#orangecounty
#sanbernardino
#irvine
#costamesa
#orange
#alameda
#oakland
#sanfrancisco
#sanjose
#santaclara
#cali
#fresno
#bakersfield
#sacramento
#riverside
#hayward|🎭Hello Gorgeous 💄💋❤️🐯👠👠",16
176,This ✨,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination,31
177,"You deserve a safe and peaceful work environment. Know your rights. Let us help.
.
.
.
.
.
#workplacebullying 
#wehearyou
#selfadvocacy
#employeehealth
#abuseofpower
#abuseofauthority #adultbullying
#lawyermemes
#lawyering 
#lawyerlifestyle
#depression
#invisibleinjury
#concussion
#headinjury
#workplaceanxiety #workersrights
#humanrights
#humanrightswatch #workplaceharassment #harassment #mentalhealth #mentalhealthatwork 
#humanrightslawyer
#workerscomp #workerscompensation #alvandilawgroup",workplaceharassment,|😄😄👍,18
178,"Wowowow 🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽
・・・
HUGE WIN: New York has just passed TIME’S UP’s #NYSafetyAgenda, extending NY’s statutes of limitation for 2nd & 3rd degree rape to 20 & 10 years and strengthening protections for sexual harassment. This is an incredible victory for survivors, who will now have more time to pursue justice, and for every New Yorker, who deserves to work in safety and dignity. 
Thank you @NYGovCuomo, @SenatorBiaggi, @AravellaSimotas and @andreastewartcousins for your unwavering leadership. Your commitment to passing this legislation will impact generations of New Yorkers to come. 
Sending gratitude to @MiraSorvino, @wobblessilva, @CarmenLoBue, @realmichellehurd, @juliannemoore, @GloriaSteinem & the whole TIME’S UP network for raising your voices for the #NYSafetyAgenda & saying #TIMESUP on laws that don’t protect us. And thank you to the thousands of #TIMESUP supporters, who sent messages and made calls to NY lawmakers. Your voices were heard. YOU made this historic win possible. 
#endrapeculture #endharassment #womensrights #humanrights #womxnsrights #workplacebullying #workplaceharassment #harassment #endsexualviolence",workplaceharassment,|Wow!!!!! This is amazing!!! 💪🏾💪🏾|Awesome!!!!!! 👏👏👏|!!!!!|You’re amazing!! 💪🏼|You’re amazing!! 💪🏼|You’re amazing!! 💪🏼|❤️❤️❤️|Check out the @NotMe.App a tool to report workplace harassment and discrimination within any work sector,51
179,Mood ✨,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination,17
180,🙄,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|😂😂😂😂😂💯🙌 omg lol|😂😂😂😂 RP,32
181,"Sometimes you just have to go 😅

Thanks for sharing @luv4nitra

#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination",workplaceharassment,"|HELL TO THE MF NAW 🤣|🤣🤣 perfect timing because I just quit my job 🤣🤣|I dont want to go back to teaching..... I’m struggling finding another job I’m so stressed out because of this|Studies are out folks and this meme summarizes them: majority of people don’t leave jobs for more pay, (even though 86% of supervisors believe that to be true) they leave because they are tired of not feeling valued. People are even willing to take pay cuts to leave toxic shenanigans. Love it.",63
182,#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination,workplaceharassment,|🤣|🤦🏽‍♀️ 😂|I hate that shit 🙄,43
183,"First Impression: Imran Abbas Plays The Villian With Conviction in Dar Khuda Sy
After Koi Chand Rakh’s roaring success Imran Abbas is back in a highly negative role as Shahwaiz in Dar Khuda Sy. Starring opposite him is the lovely Sana Javed.
To read this story follow link in bio 
#DarKhudaSy #ImranAbbas #SanaJaved #WorkplaceHarassment",workplaceharassment,|same like ab dekh khuda kia krta hai,32
184,"Most of us feel compelled (or are required) to go to work, so we feel trapped when work starts to feel uncomfortable. We can’t just stop going.
˙
Who’ll pay the rent? The car loan? Grocery bills? This amplifies the feeling of being powerless. You feel you have to keep going and yet it makes you feel so bad.
˙
˙
Many websites and books talk about corporate psychopaths and narcissists and, while it can be tempting to try to label your bully with one of those names, it isn’t always appropriate or helpful.
˙
There are many theories and no facts, as everyone is different and no two situations are identical. However, it’s useful to know that not all bullying is intentional and not all bullies are psychopaths or narcissists.
˙
They breathe oxygen, just like you.",workplaceharassment,"|#antibullying #bullying #harassment #workplacebullying #stopbullying #metoo #timesup #speakup #justbekind
#sexualharassment #bully #harass #workplaceharassment
#bullying #stopbullying #bully #depre",29
185,#workerscomp #workmanscomp #workerscompensation #workerscomplawyers #injurylawyer #injurylawyers #workinjury #workinjuries #injuredatwork #hurtatwork #workaccident #workaccidents #repetitivestraininjury #repetitivemotioninjury #carpaltunnel #backinjury #kneeinjury #workplaceabuse #workplaceharassment #employeerights #legalhelp #legaladvice #insuranceclaim #personalinjurylawyer #personalinjuryattorney #lawyersofinstagram #alvandilawgroup #employmentlawyers,workplaceharassment,"|You post great content, it needs to be seen by more people! I can help you with it, please check out the link in my bio or DM me for more information 😄",21
186,"Learn free @ www.corptip.com
*Are you searching for job or looking forward to improve your career and work performance?
*Do you want to start or improve your business?

Corptip.com got you covered!
Learn these 10 corporate and business skill workshops free @ corptip.com.
Read and continually stand a chance to win ₦50,000 in our recurrent reading-challenge game. The more you study, the more your chances of winning.
Visit our website (corptip.com) to see more topics, financial returns and partnership deals.

Follow us @corptip #corptipdotcom #angerManagement #emotionalintellingence. #jobSearchSkills #entrepreneurship #Internetmarketing #proposalwriting #softskills #timemanagement #personalbranding #workplaceharassment",workplaceharassment,|How are you bro? Kindly send me your number,15
187,😳,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|😂😂😂😂 lol|Lmao. I’ve had someone say that to me. And I still walked into court to testify and deliver my facts of the case lls.,44
188,"Learn free @ www.corptip.com
*Are you searching for job or looking forward to improve your career and work performance?
*Do you want to start or improve your business?

Corptip.com got you covered!
Learn these 10 corporate and business skill workshops free @ corptip.com.
Read and continually stand a chance to win ₦50,000 in our recurrent reading-challenge game. The more you study, the more your chances of winning.
Visit our website (corptip.com) to see more topics, financial returns and partnership deals.

Follow us @corptip #corptipdotcom #angerManagement #emotionalintellingence. #jobSearchSkills #entrepreneurship #Internetmarketing #proposalwriting #softskills #timemanagement #personalbranding #workplaceharassment",workplaceharassment,|مريت عينك عالاستوري 😍😘|I like your page 😊. Check mine out,33
189,"I am so excited to share my episode of A Well-Designed Business by @luannnigara! This is one of the podcasts that I listen to religiously as an interior designer so you can imagine how thrilled I was to be a guest on her show. We discussed everything design and business including managing client expectations, budgeting, why I update my contract after each project (lessons learned), building relationships, sexual harassment and protecting yourself and your team. In a nutshell, we covered a lot!
.
.
My journey has been an interesting one but it all prepared me for where I am now and how I approach things including my blueprint for my future.
.
.
Thank you for having me on your podcast LuAnn, it’s ALWAYS a pleasure!

#design #interiordesigner #lessons #business #designer ..... #Repost @luannnigara with @get_repost
・・・
Introducing, Beth Diana Smith, principal of Beth Diana Smith Interior Design. I really believe you're going to love this episode because we talk about a variety of topics including Beth's superpower of budgets and managing money, business development, and even sexual harassment on the job, what to do and what not to do. I just know you're going to be able to relate to Beth and her experiences but also learn from them. Tune in today to hear my conversation with Beth Smith on A Well-Designed Business® podcast!
.
.
.
.
#LuAnnNigara #AWellDesignedBusiness #InteriorDesign #InteriorDesignpodcast #NJInteriorDesigner #NYCInteriorDesigner #DesignPodcast #DesignBiz #BethDianaSmith #WorkplaceHarassment #BudgetingforInteriorDesigners #BudgetTalk #BusinessDevelopment #Contracts",workplaceharassment,"|So tell me more about this Barbie kitchen 😝|Exciting! Can’t wait to listen! 👏🏾👏🏾👏🏾|You did an excellent job!! So much knowledge and experience to share with your colleagues. Thank you for joining me! 💚💚|Congratulations!👍|Yay another podcast! Love the knowledge and advice you give through podcast interviews!|I am so excited to listen to my you my friend! Congratulations @bethdianasmith !|Listening tonight. Will have pen and paper ready 💗|You are amazing dear! Perfect guest for @luannnigara podcast!! 💕💕|🙌🏻💙|You are AMAZING MY 💓. YOU DESERVE ALL THE RECOGNITION AND LOVE.|Congratulations!!|Yessss🙌🏽|😍😍😍|😍😍😍|Great episode ladies! 👏🏾👏🏾👏🏾@luannnigara|I can’t wait to listen! Congratulations lady 💙|Such an insightful episode!|lovely . ..|Just listened! Such a great episode Beth!|Yay!|Great episode! Thanks for all you shared|Just finished listening to the interview, loved it, lots of great advice and tips|Such a valuable episode!|Such a valuable episode!|I loved your segment on the podcast! Lots of gems I intend to incorporate into my business! 🖤|You mentioned this the first time we met! Congrats on your dream come true! Well deserved, can’t wait to tune in!|So nice meeting you! Can’t wait to give this a listen!|Loved listening today!!!! Great podcast!|Loved your episode! I listen to LuAnn every day and your segment was one of the best ! You are open and authentic 💕and a”smart lady “ to quote!!!!|it was great fun listening to you girls talk about our business! #stilllearning|👍...|Echt toll😍..|This was so good and insightful!! Great podcast❤️",218
190,"Also, the Nucleus regulates cell activity 😅

#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination",workplaceharassment,|😂😂🤦🏾‍♀️|@_cinthiapietro @allibrady94 @tamara.julie,55
191,"Introducing, Beth Diana Smith, principal of Beth Diana Smith Interior Design. I really believe you're going to love this episode because we talk about a variety of topics including Beth's superpower of budgets and managing money, business development, and even sexual harassment on the job, what to do and what not to do. I just know you're going to be able to relate to Beth and her experiences but also learn from them. Tune in today to hear my conversation with Beth Smith on A Well-Designed Business® podcast!
.
.
.
.
#LuAnnNigara #AWellDesignedBusiness #InteriorDesign #InteriorDesignpodcast #NJInteriorDesigner #NYCInteriorDesigner #DesignPodcast #DesignBiz #BethDianaSmith #WorkplaceHarassment #BudgetingforInteriorDesigners #BudgetTalk #BusinessDevelopment #Contracts",workplaceharassment,"|Thank you for having me LuAnn! I had a great time chatting with you!|I am RUNNING to listen to this one!! 🙌🏿🙌🏿|@luannnigara @Beth Diana smith This was a GREAT episode. We are facing the question of respecting budget versus presenting the best plan. Such awesome advice. Thank you both!!!|Great episode!  Loved it!|I must check this out!!|Really great episode ladies. Good takeaway|Speaking from experience @bethdianasmith is super generous and giving!|Loved this one! @bethdianasmith definitely gets a #smartlady|@black.ink.interiors thx Jenny, Beth is the best!!|Just listened @bethdianasmith and ummm, immediately added a sexual harassment clause to my contract! Great podcast ladies. And I too email contracts in lieu of presenting in person. Mine is 10 pages and must be read thoroughly and at your leisure so take ya time and read it well 👌🏾|Although I’m not an interior designer great business tactics translate. You had some very savvy business advice. Especially enjoyed your business to friendship relationship takes. The interior design business is a small community and building genuine relationships is invaluable. Thanks for sharing @bethdianasmith|Is this podcast still available to listen to?|@mzpeacock sure! All 400+ episodes are always available. Go over to iTunes, Stitcher or IHeart radio and subscribe or listen via my website. 👍🏻💚|Loved this podcast and her comments on networking. From someone who is naturally shy I have been working on this and it definitely pays off|@annecarrdesign I’m glad you’ve been working on it Anne, it’s so important to gather even a small group of colleagues that you can count on. 💚",96
192,"On June 16, the Bombay high court declared that casually touching a colleague does not constitute a case of outraging the modesty of a woman. This order has came in light of a case in which the principal of an ashram school in Maharashtra was booked under Section 354 of Indian Penal Code, for touching the hands of a teacher in the class. In a post-#MeToo country, we are still trying to grapple with what constitutes crossing the line. And given that, last week, the Mumbai Police closed the very case that triggered #MeToo in India—in which actress Tanushree Dutta filed a complaint against co-star Nana Patekar for molesting and harassing her in 2010—saying there wasn't enough ""evidence"" to prove the accused was guilty, we can't help but wonder: Does this court order give more definition to understanding what sexual harassment is, or does it make it easier for the accused to get away with bad behaviour? Read more at the link in bio. #bombayhighcourt #harassment #women #exploitation #workplaceharassment",workplaceharassment,"|snow flakes😑|@katyanikala Yep. That's the thing about consent you know??|just the tip|I would want to high five or have a casual relationship with a colleague 🤔 would it be considered harassment|Casual touching should not be the topic that's being discussed in the high court.|Well.. Sure. It is too much to ask men to not touch women causally. How could we.... Who are we to decide who casually touches our own body..|This is rape culture being endorsed by the high court.|Context is consent.|Shits complex!|The thing is: if your colleagues dont make you uncomfortable by casually touching you it doesn't mean that it's the case for all women.|👌|I practice untouchability with all women to be on safer side.. this one time a woman yelled at me for brushing her arm in a crowded temple..|Eventually it's all about consent. Still just casually touching some girl by mistake should not be ""harassment""|My d.....|Easy, latter. More sensitivity to the current situation is required from the justice system given how easy it is for criminals to be let off the hook for - uh - ""lack"" of evidence. Of course it is understandable for someone to touch a colleague in a casual manner with no untoward implications, but given that it's a fine line between proving an untoward touch and a casual one (proving mens rea is difficult in indian courts and purely based on circumstantial evidence which again happens to be at the discretion of the presiding judges as to what evidence could be ""circumstantial"" enough and what couldn't) and more so in India, the justice system shouldn't blindly apply 'innocent until proven guilty' in all situations, without consideration to the changing reality. Certain crimes, such as those that are sexual in nature, have to be approached with much more flexibility, especially in a country where the vast majority of criminals (notice I didn't say ""accused"") are acquitted for insufficient evidence.|It's all about how the woman feel with that so called 'casual touch'.|People need to understand the meaning of personal space. Sometimes casual for one isn’t the same for other.|It does not  matter whether the touch was by intention or casual. The question is why to touch at all. @viceindia|If you don’t want someone to touch you. Then they can’t. FACTS.|Who the fuck  complaint on a casual touch ? If u have problem with a normal touch sit on home|It's about consent. No one should touch you especially if you don't want them to. You can't just pretend every one likes to be touched. And some touches are actually creepy. It depends on the consent and the situation.|UMM. CONSENT|Both i guess..|ISLAM gives the best solution for women's 😊 ...|I touch my colleagues all the time!! My intentions are not bad though!! Even they touch me ,neither are their intentions bad!! Ye wala touch bhi band??|Dont fuxking touch how hard is it? Some ppl have OCDs they might not go on n shout it out to the world. But u need to understnd that u cant always touch a person with out their consent.|Is it actually harassment ? Casually touching a physical molestation are 2 very diff things i feel and one can object if they don't feel right or even take the appropriate action|Right decision ......|Aur lagao fake assault cases😂|does Vice have enough evidence?",2507
193,😅,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|Great|@simonemleonard 😂😂😂.... I know it’s not funny tho! But this is|My life....|😂😂,67
194,Teammates! It can be hard to stay Christ-like when you’re being attacked on your #job. Here’s some godly advice for when you’re experiencing #workplacesabotage or #workplacebullying.,workplaceharassment,"|.
.
.
.
.
.
.
#linkinmybio #linkinbio #christianmagazine #newarticle #newpost #christianblogger #teamjesus #teamjesusmag #christianplaybook #christians #christianlife #christianliving #teamjesusmag #workdrama #hr #workplaceharassment #workplace #business #conflict",17
195,"Being ""ALL IN"" means helping employees access their full potential. To bring out the best in each person, it's important to help ensure all feel safe and heard in a work environment.",workplaceharassment,|#harassment #noharassment #workplaceharassment #endviolence #socialjustice #safeworkplace #workplace #businessleaders #endharassment #justice #empoweredwomen #speakup #discrimination #stopdiscrimination #nodiscrimination #advocacy #workplaceculture #humanresources #humanresourcesmanagement #empowerment #sexualharassment #zerotolerance #believesurvivors #timesup #metoo #imwithher #tothegirls #everydaysexism #believewomen #sexualassaultawareness,16
196,"Buying lunch + coffee daily can be very costly.  Do you bring your own lunch? ✨

#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination",workplaceharassment,|Yes ooo. I do but not everyday... But most times|Great photo!|There was a time that I ate out only once or twice a month... that time isn’t now though lol. I’m making my way back to it.,41
197,"Have seen so many people struggling with making and managing friends and relationships. People feel that everyone should talk to them and that too politely and humbly but we must remember that there are few people from whom we expect love and respect but we won't get them from them.

Remember, not everyone at your workplace is your friend. You will have to face few people with different ideology . So, do your work and live with people who bring the magic out of you .

This post is in support of workplace equality and promoting better work places👌👌 So grateful to experience this in my life too.
.
.
 #workplace  #workplacebullying #workplacehumor #workplace3_0 #workplacehealth #workplacefun #workplaceaccident #workplacemonday #workplacegoals #workplaceyoga #workplacetrends #workplacestress #workplaceviolence #workplaceharassment #workplaceinteriors #workplaceabuse #workplacestrategy #workplacelearning #workplaceequality #workplacediversity #workplaceofthefuture #workplacemotivation #rootkaloot #digitalworkplace #workplacepro #workplacebanter #workplacediscrimination #healthyworkplace #workplacesolutions #bhaidekhlega",workplaceharassment,"|👌❤❤...|💕💕💕|Yes, absolutely true, 💯💯👌👍😚|Yes!!!! ❤️❤️❤️|👍👌❤️|Not everyone is kind, that's for sure! At my last workplace, I was surrounded by gossipy, put-down people! It wasn't my kind of scene!|Right🙌🙌🙌|This is so true🔥|That’s so true! I can totally agree to this! 😊|I couldnt agree more.. I keep saying that to my husband ( who owns his own business 🤣) so getting out of that|That's so true..no one really care..|This is sooo damn true🙌|This is so true! Nothing can be more important and special than family.✨|This hit me so hard|Apt bro|This is really a great read ❤️❤️|I definitely agree! Great words of wisdom!|I agree and definitely focus on your personal life|I live by this quote actually|That is quite true. This would hit anybody out there|This is such a true and perfect quote 👌|True that !! We must focus on our work only at workplace|True that. Work is just work. Family stays with you forever|So true and agreed with the caption!!|Nice thoughts. We should know yes|This is just so true 💕|Wow this is really true|Yess that's so true💯💯|This is so good lines|Leaving my profession|Hmm..",481
198,"Are you or someone you know being sexually harassed at work? 🙅🏽‍♀️⚖️🏛
☎️ (213) 236-3677
.
.
.
#freeconsultation #norecoverynofee #attorneyad #employmentlawyers #harassmentatwork #sexualharassment",workplaceharassment,|#harassmentcomplaint #harassment #stopharassment #metoo #metoomovement #employeerights #genderdiscrimination #workplaceharassment #hostileworkenvironment #workstress #workstressrelief #lawyerup #lawyersofinstagram|❤,19
199,"Ever wonder what are some great transition statements to fuel effective communication in the workplace? .
.
We at Peagram Consulting have created a great strategy sheet to address negative communication to fuel a positive workplace environment .
.
.
.
.
.
.
.
.
.
.
.
#businessmind #businesstips #businesstip #leadershipdevelopment #strategies #businesssowner #businessstrategies #businessstrategy #businessstrategycoach #businesswoman #communication #tipoftheweek #resources #businessresources #chicago #chicagobusiness #chicagobusinesstips #chicagobusinesstip #workplacebullying #workplaceharassment #workplaceculture #cultureintheworkplace #workplaceclimate",workplaceharassment,|Awesome 😄|Glad I dropped by your account :)|✅I love this post😃,17
200,"“A team is not a group of people who work together. A team is a group of people who trust each other.” – @simonsinek, Author & Speaker",workplaceharassment,|#harassment #noharassment #workplaceharassment #endviolence #socialjustice #safeworkplace #workplace #businessleaders #endharassment #justice #empoweredwomen #speakup #discrimination #stopdiscrimination #nodiscrimination #advocacy #workplaceculture #humanresources #humanresourcesmanagement #empowerment #sexualharassment #zerotolerance #believesurvivors #timesup #metoo #imwithher #tothegirls #everydaysexism #believewomen #sexualassaultawareness|100%,63
201,"NEW YORK FRONDS & FAM
I NEED you to call your reps! 
We gotta pass the #nysafetyagenda 
3 days left. 
Here’s why:

1. If we change the outdated (archaic really...) “severe or pervasive” standard for #harassment it will make it EASIER  for employees to hold their employers accountable for #sexualharassment in the workplace.

2. This could mandate all Non Disclosure Agreements to include SPECIFIC language that employees may still file a complaint with the state or local agency and or partake in government investigation. * I did not know this ☝🏽when I experienced this first hand while working in a quite FEW #nyc restaurants. 
3. All employers would have to post a sexual harassment poster designed and distributed by the State Division of Human Rights. 
It is a HUMAN RIGHT to NOT have to experience harassment of any kind at work!! And yet it happens all👏🏽 the 👏🏽time 👏🏽so let’s support this bill so that all the folks who missed the memo from the jump won’t miss the memo again nawmean?! It’s 2019 let’s get it together 🙏🏽 and break this toxic cycle.

4. ELIMINATE THE STATUTE OF LIMITATIONS FOR RAPE IN 2nd & 3rd Degree

NY state gives #survivors amongst the shortest amount of time to come forward and seek justice. This is shorter than every state except North Dakota. 
Let’s fix this. Call your reps. Let’s make it HARDER for predators to act violently Let’s make it EASIER for survivors to come forward and seek justice. 
Thanks Cuomo! Thanks Aravella Simotas! Thank You @senatorbiaggi!! Thank you @andreascousins for listening! @timesupnow 
#endsexualharassment #nysafetyagenda #endsexualviolence #newyork #nyc #ny #endharassment #timesup #timesupnow #metoo #nda #workplace #cuomo #justice #biaggibill #albanyny #endrape #endrapeculture  #believewomen #womxn #womensrights #dontsilencesurvivors #workplaceharassment #timesuplegaldefensefund",workplaceharassment,|Thank you for stepping up and in 💜|You’re a BOSS 👊🏽🙏🏽|Yes!|Yes!|Love this !🌈|Love this !🌈,92
202,"This is our, at Peagram Consulting’s, flyer to highlight the importance of customizing Sexual Harassment training to fit your corporate culture. Sexual Harassment Training needs to have facilitated discussions, interactive presentations, up to date videos, team building, and best practices.
You can’t create a change in culture with only a PowerPoint..
For more information visit
PeagramConsulting.com

#sexualharassment #corporatetraining #corporateleadership #corporatetrainer #workplaceharassment
#workplacebullying
#workplacesexualharassment
#harassment
#sexualharassmenttraining
#workplaceculture
#workplacetraining
#workplacesafety
#workplacehealth #training #corporations #leadershipdevelopment #consultants #shrm #corporate #leadership #consulting #workplace #humanresources #communication #hr #businessmind",workplaceharassment,|🙌🙌🙌🙌|I stumbled across your content & glad I did. I’ll be by more often. 😊 Stopping by just to encourage you to keep going! I’d love to stay connected. -KK,18
203,"The International Labor Conference has begun - this session, the Conference will adopt a new standard-setting process to end violence in the workplace. We are working with the Center for Women's Global Leadership to advocate for a legally-binding convention that recognizes violence and harassment against women in the world of work as a human rights violation. Learn more about the Conference and the 16 Days Of Activism against Gender-Based Violence Campaign at our blog (link in bio).",workplaceharassment,|#ILC #GBV #genderviolence #ILO #CWGL #16daysofactivism #violenceagainstwomen #workplaceharassment #endviolence #humanrights #womensrights #ILOendGBV #feminism #USHRN #rutgers,11
204,"How can employees protect themselves in an atmosphere that eats away at common sense, kindness, and careers? Find out on this week's episode of ""The Housing Hour,"" where we're joined by Pete Havel, author of @arsonistintheoffice (link in bio).
.
.
.
#PeteHavel #TheArsonistInTheOffice #PersonalDevelopment #ToxicWorkplace #ToxicCultures #Career #OfficeSurvivalTactics #WorkplaceBullying #WorkplaceHarassment #TheHousingHour #RadioShow #Podcast #OnTheRadio #HousingHour #TalkRadio #Tennessee",workplaceharassment,|😊 👍🏻 📸,14
205,"A common response to bullying is for people to beat themselves up about their reaction and sense of helplessness.
˙
‘I’m stronger than this’ or ‘I shouldn’t be feeling like this’ are common refrains of the bullying victim.
˙
Accepting that your emotional response is not a sign of weakness or some inner defect is important in your recovery. So is recognising that you had little real choice in your response. The reptilian part of your brain was in charge, there.
˙
One antidote to this self-disgust is to take a ‘lessons learned’ approach and think about what you’ve learned about yourself (and yourself in the world) as a result of this experience.
˙
Remember: all you did was get up and go to work like everybody else. If you’d seen the situation coming, you would have avoided it!",workplaceharassment,"|#antibullying #bullying #harassment #workplacebullying #stopbullying #metoo #timesup #speakup #justbekind
#sexualharassment #bully #harass #workplaceharassment
#bullying #stopbullying #bully #BullyWound|Niceeee! Greetings from other side of the world 😊|@realtarynbanks :-)",30
